Statistic,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2015Q3,Both sexes,10 - 19.5 hours,132.7
Persons aged 15-89 years in Employment,2015Q3,Both sexes,20 - 29.5 hours,257.0
Persons aged 15-89 years in Employment,2015Q3,Both sexes,30 - 34.5 hours,114.2
Persons aged 15-89 years in Employment,2015Q3,Both sexes,35 - 39.5 hours,604.7
Persons aged 15-89 years in Employment,2015Q3,Both sexes,40 - 44.5 hours,484.9
Persons aged 15-89 years in Employment,2015Q3,Both sexes,45 hours and over,252.3
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Variable Hours (see note),192.4
Persons aged 15-89 years in Employment,2015Q3,Male,0 - 9.5 hours,13.0
Persons aged 15-89 years in Employment,2015Q3,Male,10 - 19.5 hours,41.9
Persons aged 15-89 years in Employment,2015Q3,Male,20 - 29.5 hours,72.1
Persons aged 15-89 years in Employment,2015Q3,Male,30 - 34.5 hours,28.4
Persons aged 15-89 years in Employment,2015Q3,Male,35 - 39.5 hours,311.8
Persons aged 15-89 years in Employment,2015Q3,Male,40 - 44.5 hours,327.7
Persons aged 15-89 years in Employment,2015Q3,Male,45 hours and over,207.1
Persons aged 15-89 years in Employment,2015Q3,Male,Variable Hours (see note),129.5
Persons aged 15-89 years in Employment,2015Q3,Female,0 - 9.5 hours,27.2
Persons aged 15-89 years in Employment,2015Q3,Female,10 - 19.5 hours,90.8
Persons aged 15-89 years in Employment,2015Q3,Female,20 - 29.5 hours,184.9
Persons aged 15-89 years in Employment,2015Q3,Female,30 - 34.5 hours,85.9
Persons aged 15-89 years in Employment,2015Q3,Female,35 - 39.5 hours,292.9
Persons aged 15-89 years in Employment,2015Q3,Female,40 - 44.5 hours,157.3
Persons aged 15-89 years in Employment,2015Q3,Female,45 hours and over,45.2
Persons aged 15-89 years in Employment,2015Q3,Female,Variable Hours (see note),62.9
Persons aged 15-89 years in Employment,2015Q4,Both sexes,0 - 9.5 hours,44.5
Persons aged 15-89 years in Employment,2015Q4,Both sexes,10 - 19.5 hours,135.0
Persons aged 15-89 years in Employment,2015Q4,Both sexes,20 - 29.5 hours,255.4
Persons aged 15-89 years in Employment,2015Q4,Both sexes,30 - 34.5 hours,110.7
Persons aged 15-89 years in Employment,2015Q4,Both sexes,35 - 39.5 hours,604.9
Persons aged 15-89 years in Employment,2015Q4,Both sexes,40 - 44.5 hours,493.7
Persons aged 15-89 years in Employment,2015Q4,Both sexes,45 hours and over,248.8
Persons aged 15-89 years in Employment,2015Q4,Both sexes,Variable Hours (see note),190.9
Persons aged 15-89 years in Employment,2015Q4,Male,0 - 9.5 hours,15.0
Persons aged 15-89 years in Employment,2015Q4,Male,10 - 19.5 hours,38.9
Persons aged 15-89 years in Employment,2015Q4,Male,20 - 29.5 hours,71.2
Persons aged 15-89 years in Employment,2015Q4,Male,30 - 34.5 hours,27.9
Persons aged 15-89 years in Employment,2015Q4,Male,35 - 39.5 hours,310.6
Persons aged 15-89 years in Employment,2015Q4,Male,40 - 44.5 hours,331.4
Persons aged 15-89 years in Employment,2015Q4,Male,45 hours and over,201.4
Persons aged 15-89 years in Employment,2015Q4,Male,Variable Hours (see note),128.7
Persons aged 15-89 years in Employment,2015Q4,Female,0 - 9.5 hours,29.5
Persons aged 15-89 years in Employment,2015Q4,Female,10 - 19.5 hours,96.1
Persons aged 15-89 years in Employment,2015Q4,Female,20 - 29.5 hours,184.2
Persons aged 15-89 years in Employment,2015Q4,Female,30 - 34.5 hours,82.8
Persons aged 15-89 years in Employment,2015Q4,Female,35 - 39.5 hours,294.3
Persons aged 15-89 years in Employment,2015Q4,Female,40 - 44.5 hours,162.3
Persons aged 15-89 years in Employment,2015Q4,Female,45 hours and over,47.5
Persons aged 15-89 years in Employment,2015Q4,Female,Variable Hours (see note),62.2
Persons aged 15-89 years in Employment,2016Q1,Both sexes,0 - 9.5 hours,42.6
Persons aged 15-89 years in Employment,2016Q1,Both sexes,10 - 19.5 hours,141.2
Persons aged 15-89 years in Employment,2016Q1,Both sexes,20 - 29.5 hours,255.0
Persons aged 15-89 years in Employment,2016Q1,Both sexes,30 - 34.5 hours,110.5
Persons aged 15-89 years in Employment,2016Q1,Both sexes,35 - 39.5 hours,587.1
Persons aged 15-89 years in Employment,2016Q1,Both sexes,40 - 44.5 hours,504.6
Persons aged 15-89 years in Employment,2016Q1,Both sexes,45 hours and over,250.9
Persons aged 15-89 years in Employment,2016Q1,Both sexes,Variable Hours (see note),187.2
Persons aged 15-89 years in Employment,2016Q1,Male,0 - 9.5 hours,15.1
Persons aged 15-89 years in Employment,2016Q1,Male,10 - 19.5 hours,44.4
Persons aged 15-89 years in Employment,2016Q1,Male,20 - 29.5 hours,66.8
Persons aged 15-89 years in Employment,2016Q1,Male,30 - 34.5 hours,28.3
Persons aged 15-89 years in Employment,2016Q1,Male,35 - 39.5 hours,299.8
Persons aged 15-89 years in Employment,2016Q1,Male,40 - 44.5 hours,335.5
Persons aged 15-89 years in Employment,2016Q1,Male,45 hours and over,203.8
Persons aged 15-89 years in Employment,2016Q1,Male,Variable Hours (see note),128.7
Persons aged 15-89 years in Employment,2016Q1,Female,0 - 9.5 hours,27.5
Persons aged 15-89 years in Employment,2016Q1,Female,10 - 19.5 hours,96.8
Persons aged 15-89 years in Employment,2016Q1,Female,20 - 29.5 hours,188.2
Persons aged 15-89 years in Employment,2016Q1,Female,30 - 34.5 hours,82.2
Persons aged 15-89 years in Employment,2016Q1,Female,35 - 39.5 hours,287.2
Persons aged 15-89 years in Employment,2016Q1,Female,40 - 44.5 hours,169.1
Persons aged 15-89 years in Employment,2016Q1,Female,45 hours and over,47.2
Persons aged 15-89 years in Employment,2016Q1,Female,Variable Hours (see note),58.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,0 - 9.5 hours,43.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,10 - 19.5 hours,138.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,20 - 29.5 hours,256.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,30 - 34.5 hours,110.1
Persons aged 15-89 years in Employment,2016Q2,Both sexes,35 - 39.5 hours,607.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,40 - 44.5 hours,515.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,45 hours and over,249.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Variable Hours (see note),203.3
Persons aged 15-89 years in Employment,2016Q2,Male,0 - 9.5 hours,14.8
Persons aged 15-89 years in Employment,2016Q2,Male,10 - 19.5 hours,43.5
Persons aged 15-89 years in Employment,2016Q2,Male,20 - 29.5 hours,70.8
Persons aged 15-89 years in Employment,2016Q2,Male,30 - 34.5 hours,28.9
Persons aged 15-89 years in Employment,2016Q2,Male,35 - 39.5 hours,305.6
Persons aged 15-89 years in Employment,2016Q2,Male,40 - 44.5 hours,346.7
Persons aged 15-89 years in Employment,2016Q2,Male,45 hours and over,200.6
Persons aged 15-89 years in Employment,2016Q2,Male,Variable Hours (see note),136.6
Persons aged 15-89 years in Employment,2016Q2,Female,0 - 9.5 hours,29.1
Persons aged 15-89 years in Employment,2016Q2,Female,10 - 19.5 hours,95.2
Persons aged 15-89 years in Employment,2016Q2,Female,20 - 29.5 hours,185.8
Persons aged 15-89 years in Employment,2016Q2,Female,30 - 34.5 hours,81.2
Persons aged 15-89 years in Employment,2016Q2,Female,35 - 39.5 hours,301.8
Persons aged 15-89 years in Employment,2016Q2,Female,40 - 44.5 hours,168.3
Persons aged 15-89 years in Employment,2016Q2,Female,45 hours and over,48.7
Persons aged 15-89 years in Employment,2016Q2,Female,Variable Hours (see note),66.7
Persons aged 15-89 years in Employment,2016Q3,Both sexes,0 - 9.5 hours,38.1
Persons aged 15-89 years in Employment,2016Q3,Both sexes,10 - 19.5 hours,140.6
Persons aged 15-89 years in Employment,2016Q3,Both sexes,20 - 29.5 hours,261.4
Persons aged 15-89 years in Employment,2016Q3,Both sexes,30 - 34.5 hours,115.4
Persons aged 15-89 years in Employment,2016Q3,Both sexes,35 - 39.5 hours,613.6
Persons aged 15-89 years in Employment,2016Q3,Both sexes,40 - 44.5 hours,537.8
Persons aged 15-89 years in Employment,2016Q3,Both sexes,45 hours and over,256.6
Persons aged 15-89 years in Employment,2016Q3,Both sexes,Variable Hours (see note),196.4
Persons aged 15-89 years in Employment,2016Q3,Male,0 - 9.5 hours,11.2
Persons aged 15-89 years in Employment,2016Q3,Male,10 - 19.5 hours,44.2
Persons aged 15-89 years in Employment,2016Q3,Male,20 - 29.5 hours,74.5
Persons aged 15-89 years in Employment,2016Q3,Male,30 - 34.5 hours,29.5
Persons aged 15-89 years in Employment,2016Q3,Male,35 - 39.5 hours,315.0
Persons aged 15-89 years in Employment,2016Q3,Male,40 - 44.5 hours,358.1
Persons aged 15-89 years in Employment,2016Q3,Male,45 hours and over,206.9
Persons aged 15-89 years in Employment,2016Q3,Male,Variable Hours (see note),132.0
Persons aged 15-89 years in Employment,2016Q3,Female,0 - 9.5 hours,26.9
Persons aged 15-89 years in Employment,2016Q3,Female,10 - 19.5 hours,96.4
Persons aged 15-89 years in Employment,2016Q3,Female,20 - 29.5 hours,186.9
Persons aged 15-89 years in Employment,2016Q3,Female,30 - 34.5 hours,85.9
Persons aged 15-89 years in Employment,2016Q3,Female,35 - 39.5 hours,298.6
Persons aged 15-89 years in Employment,2016Q3,Female,40 - 44.5 hours,179.7
Persons aged 15-89 years in Employment,2016Q3,Female,45 hours and over,49.7
Persons aged 15-89 years in Employment,2016Q3,Female,Variable Hours (see note),64.4
Persons aged 15-89 years in Employment,2016Q4,Both sexes,0 - 9.5 hours,40.1
Persons aged 15-89 years in Employment,2016Q4,Both sexes,10 - 19.5 hours,147.1
Persons aged 15-89 years in Employment,2016Q4,Both sexes,20 - 29.5 hours,253.1
Persons aged 15-89 years in Employment,2016Q4,Both sexes,30 - 34.5 hours,112.4
Persons aged 15-89 years in Employment,2016Q4,Both sexes,35 - 39.5 hours,616.3
Persons aged 15-89 years in Employment,2016Q4,Both sexes,40 - 44.5 hours,554.1
Persons aged 15-89 years in Employment,2016Q4,Both sexes,45 hours and over,262.9
Persons aged 15-89 years in Employment,2016Q4,Both sexes,Variable Hours (see note),179.4
Persons aged 15-89 years in Employment,2016Q4,Male,0 - 9.5 hours,11.3
Persons aged 15-89 years in Employment,2016Q4,Male,10 - 19.5 hours,46.4
Persons aged 15-89 years in Employment,2016Q4,Male,20 - 29.5 hours,69.8
Persons aged 15-89 years in Employment,2016Q4,Male,30 - 34.5 hours,29.1
Persons aged 15-89 years in Employment,2016Q4,Male,35 - 39.5 hours,310.9
Persons aged 15-89 years in Employment,2016Q4,Male,40 - 44.5 hours,369.7
Persons aged 15-89 years in Employment,2016Q4,Male,45 hours and over,215.8
Persons aged 15-89 years in Employment,2016Q4,Male,Variable Hours (see note),120.6
Persons aged 15-89 years in Employment,2016Q4,Female,0 - 9.5 hours,28.8
Persons aged 15-89 years in Employment,2016Q4,Female,10 - 19.5 hours,100.7
Persons aged 15-89 years in Employment,2016Q4,Female,20 - 29.5 hours,183.3
Persons aged 15-89 years in Employment,2016Q4,Female,30 - 34.5 hours,83.3
Persons aged 15-89 years in Employment,2016Q4,Female,35 - 39.5 hours,305.4
Persons aged 15-89 years in Employment,2016Q4,Female,40 - 44.5 hours,184.4
Persons aged 15-89 years in Employment,2016Q4,Female,45 hours and over,47.1
Persons aged 15-89 years in Employment,2016Q4,Female,Variable Hours (see note),58.8
Persons aged 15-89 years in Employment,2017Q1,Both sexes,0 - 9.5 hours,42.1
Persons aged 15-89 years in Employment,2017Q1,Both sexes,10 - 19.5 hours,143.9
Persons aged 15-89 years in Employment,2017Q1,Both sexes,20 - 29.5 hours,256.1
Persons aged 15-89 years in Employment,2017Q1,Both sexes,30 - 34.5 hours,109.4
Persons aged 15-89 years in Employment,2017Q1,Both sexes,35 - 39.5 hours,624.0
Persons aged 15-89 years in Employment,2017Q1,Both sexes,40 - 44.5 hours,557.8
Persons aged 15-89 years in Employment,2017Q1,Both sexes,45 hours and over,250.5
Persons aged 15-89 years in Employment,2017Q1,Both sexes,Variable Hours (see note),178.9
Persons aged 15-89 years in Employment,2017Q1,Male,0 - 9.5 hours,11.0
Persons aged 15-89 years in Employment,2017Q1,Male,10 - 19.5 hours,45.6
Persons aged 15-89 years in Employment,2017Q1,Male,20 - 29.5 hours,69.0
Persons aged 15-89 years in Employment,2017Q1,Male,30 - 34.5 hours,29.0
Persons aged 15-89 years in Employment,2017Q1,Male,35 - 39.5 hours,315.8
Persons aged 15-89 years in Employment,2017Q1,Male,40 - 44.5 hours,375.3
Persons aged 15-89 years in Employment,2017Q1,Male,45 hours and over,202.1
Persons aged 15-89 years in Employment,2017Q1,Male,Variable Hours (see note),120.8
Persons aged 15-89 years in Employment,2017Q1,Female,0 - 9.5 hours,31.1
Persons aged 15-89 years in Employment,2017Q1,Female,10 - 19.5 hours,98.3
Persons aged 15-89 years in Employment,2017Q1,Female,20 - 29.5 hours,187.1
Persons aged 15-89 years in Employment,2017Q1,Female,30 - 34.5 hours,80.4
Persons aged 15-89 years in Employment,2017Q1,Female,35 - 39.5 hours,308.3
Persons aged 15-89 years in Employment,2017Q1,Female,40 - 44.5 hours,182.5
Persons aged 15-89 years in Employment,2017Q1,Female,45 hours and over,48.3
Persons aged 15-89 years in Employment,2017Q1,Female,Variable Hours (see note),58.2
Persons aged 15-89 years in Employment,2017Q2,Both sexes,0 - 9.5 hours,38.0
Persons aged 15-89 years in Employment,2017Q2,Both sexes,10 - 19.5 hours,137.2
Persons aged 15-89 years in Employment,2017Q2,Both sexes,20 - 29.5 hours,250.7
Persons aged 15-89 years in Employment,2017Q2,Both sexes,30 - 34.5 hours,111.7
Persons aged 15-89 years in Employment,2017Q2,Both sexes,35 - 39.5 hours,658.2
Persons aged 15-89 years in Employment,2017Q2,Both sexes,40 - 44.5 hours,556.7
Persons aged 15-89 years in Employment,2017Q2,Both sexes,45 hours and over,249.3
Persons aged 15-89 years in Employment,2017Q2,Both sexes,Variable Hours (see note),185.5
Persons aged 15-89 years in Employment,2017Q2,Male,0 - 9.5 hours,10.9
Persons aged 15-89 years in Employment,2017Q2,Male,10 - 19.5 hours,40.3
Persons aged 15-89 years in Employment,2017Q2,Male,20 - 29.5 hours,64.9
Persons aged 15-89 years in Employment,2017Q2,Male,30 - 34.5 hours,30.1
Persons aged 15-89 years in Employment,2017Q2,Male,35 - 39.5 hours,330.4
Persons aged 15-89 years in Employment,2017Q2,Male,40 - 44.5 hours,373.2
Persons aged 15-89 years in Employment,2017Q2,Male,45 hours and over,201.1
Persons aged 15-89 years in Employment,2017Q2,Male,Variable Hours (see note),129.0
Persons aged 15-89 years in Employment,2017Q2,Female,0 - 9.5 hours,27.1
Persons aged 15-89 years in Employment,2017Q2,Female,10 - 19.5 hours,96.9
Persons aged 15-89 years in Employment,2017Q2,Female,20 - 29.5 hours,185.8
Persons aged 15-89 years in Employment,2017Q2,Female,30 - 34.5 hours,81.7
Persons aged 15-89 years in Employment,2017Q2,Female,35 - 39.5 hours,327.8
Persons aged 15-89 years in Employment,2017Q2,Female,40 - 44.5 hours,183.5
Persons aged 15-89 years in Employment,2017Q2,Female,45 hours and over,48.2
Persons aged 15-89 years in Employment,2017Q2,Female,Variable Hours (see note),56.5
Persons aged 15-89 years in Employment,2017Q3,Both sexes,0 - 9.5 hours,43.9
Persons aged 15-89 years in Employment,2017Q3,Both sexes,10 - 19.5 hours,130.2
Persons aged 15-89 years in Employment,2017Q3,Both sexes,20 - 29.5 hours,273.9
Persons aged 15-89 years in Employment,2017Q3,Both sexes,30 - 34.5 hours,129.2
Persons aged 15-89 years in Employment,2017Q3,Both sexes,35 - 39.5 hours,619.0
Persons aged 15-89 years in Employment,2017Q3,Both sexes,40 - 44.5 hours,558.5
Persons aged 15-89 years in Employment,2017Q3,Both sexes,45 hours and over,357.5
Persons aged 15-89 years in Employment,2017Q3,Both sexes,Variable Hours (see note),100.2
Persons aged 15-89 years in Employment,2017Q3,Male,0 - 9.5 hours,14.9
Persons aged 15-89 years in Employment,2017Q3,Male,10 - 19.5 hours,39.4
Persons aged 15-89 years in Employment,2017Q3,Male,20 - 29.5 hours,75.0
Persons aged 15-89 years in Employment,2017Q3,Male,30 - 34.5 hours,34.6
Persons aged 15-89 years in Employment,2017Q3,Male,35 - 39.5 hours,311.1
Persons aged 15-89 years in Employment,2017Q3,Male,40 - 44.5 hours,374.2
Persons aged 15-89 years in Employment,2017Q3,Male,45 hours and over,290.3
Persons aged 15-89 years in Employment,2017Q3,Male,Variable Hours (see note),61.7
Persons aged 15-89 years in Employment,2017Q3,Female,0 - 9.5 hours,29.0
Persons aged 15-89 years in Employment,2017Q3,Female,10 - 19.5 hours,90.8
Persons aged 15-89 years in Employment,2017Q3,Female,20 - 29.5 hours,198.9
Persons aged 15-89 years in Employment,2017Q3,Female,30 - 34.5 hours,94.6
Persons aged 15-89 years in Employment,2017Q3,Female,35 - 39.5 hours,307.9
Persons aged 15-89 years in Employment,2017Q3,Female,40 - 44.5 hours,184.3
Persons aged 15-89 years in Employment,2017Q3,Female,45 hours and over,67.2
Persons aged 15-89 years in Employment,2017Q3,Female,Variable Hours (see note),38.5
Persons aged 15-89 years in Employment,2017Q4,Both sexes,0 - 9.5 hours,59.0
Persons aged 15-89 years in Employment,2017Q4,Both sexes,10 - 19.5 hours,147.4
Persons aged 15-89 years in Employment,2017Q4,Both sexes,20 - 29.5 hours,269.2
Persons aged 15-89 years in Employment,2017Q4,Both sexes,30 - 34.5 hours,128.4
Persons aged 15-89 years in Employment,2017Q4,Both sexes,35 - 39.5 hours,599.2
Persons aged 15-89 years in Employment,2017Q4,Both sexes,40 - 44.5 hours,580.3
Persons aged 15-89 years in Employment,2017Q4,Both sexes,45 hours and over,349.0
Persons aged 15-89 years in Employment,2017Q4,Both sexes,Variable Hours (see note),102.2
Persons aged 15-89 years in Employment,2017Q4,Male,0 - 9.5 hours,22.3
Persons aged 15-89 years in Employment,2017Q4,Male,10 - 19.5 hours,43.5
Persons aged 15-89 years in Employment,2017Q4,Male,20 - 29.5 hours,72.2
Persons aged 15-89 years in Employment,2017Q4,Male,30 - 34.5 hours,37.2
Persons aged 15-89 years in Employment,2017Q4,Male,35 - 39.5 hours,308.5
Persons aged 15-89 years in Employment,2017Q4,Male,40 - 44.5 hours,379.1
Persons aged 15-89 years in Employment,2017Q4,Male,45 hours and over,283.8
Persons aged 15-89 years in Employment,2017Q4,Male,Variable Hours (see note),63.6
Persons aged 15-89 years in Employment,2017Q4,Female,0 - 9.5 hours,36.7
Persons aged 15-89 years in Employment,2017Q4,Female,10 - 19.5 hours,104.0
Persons aged 15-89 years in Employment,2017Q4,Female,20 - 29.5 hours,197.0
Persons aged 15-89 years in Employment,2017Q4,Female,30 - 34.5 hours,91.2
Persons aged 15-89 years in Employment,2017Q4,Female,35 - 39.5 hours,290.7
Persons aged 15-89 years in Employment,2017Q4,Female,40 - 44.5 hours,201.2
Persons aged 15-89 years in Employment,2017Q4,Female,45 hours and over,65.2
Persons aged 15-89 years in Employment,2017Q4,Female,Variable Hours (see note),38.6
Persons aged 15-89 years in Employment,2018Q1,Both sexes,0 - 9.5 hours,51.5
Persons aged 15-89 years in Employment,2018Q1,Both sexes,10 - 19.5 hours,147.6
Persons aged 15-89 years in Employment,2018Q1,Both sexes,20 - 29.5 hours,268.1
Persons aged 15-89 years in Employment,2018Q1,Both sexes,30 - 34.5 hours,133.7
