STATISTIC,Quarter,Sex,NACE Rev 2 Economic Sector,Region,value
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,75.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Mid-East,47.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Midland,18.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),State,90.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),Border,6.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),West,5.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),Mid-West,8.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),South-East,6.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),South-West,10.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),Dublin,32.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),Mid-East,16.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),Midland,5.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),State,112.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),Border,7.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),West,10.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),Mid-West,10.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),South-East,10.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),South-West,21.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),Dublin,27.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),Mid-East,13.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),Midland,10.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),State,135.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),Border,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),West,9.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),Mid-West,7.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),South-East,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),South-West,16.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),Dublin,74.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),Mid-East,14.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),Midland,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",State,140.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",Border,6.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",West,11.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",Mid-West,7.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",South-East,9.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",South-West,20.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,62.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",Mid-East,18.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",Midland,5.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),State,87.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),Border,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),West,6.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),Mid-West,8.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),South-East,8.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),South-West,14.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),Dublin,30.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),Mid-East,10.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),Midland,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",State,118.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Border,9.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",West,11.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Mid-West,14.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",South-East,5.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",South-West,11.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,36.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Mid-East,19.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Midland,11.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),State,179.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),Border,14.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),West,13.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),Mid-West,18.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),South-East,15.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),South-West,21.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),Dublin,57.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),Mid-East,29.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),Midland,7.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),State,285.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),Border,21.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),West,26.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),Mid-West,28.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),South-East,22.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),South-West,39.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),Dublin,91.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),Mid-East,41.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),Midland,14.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),State,290.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),Border,25.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),West,36.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),Mid-West,34.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),South-East,27.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),South-West,58.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),Dublin,47.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),Mid-East,40.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),Midland,19.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),State,416.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),Border,34.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),West,49.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),Mid-West,45.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),South-East,41.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),South-West,75.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),Dublin,76.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),Mid-East,64.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),Midland,30.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),State,1640.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),Border,104.8
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),West,137.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),Mid-West,143.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),South-East,122.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),South-West,217.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),Dublin,583.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),Mid-East,242.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),Midland,89.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",State,131.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Border,5.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",West,7.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Mid-West,9.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",South-East,9.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",South-West,9.5
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,69.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Mid-East,17.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Midland,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),State,85.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),Border,5.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),West,7.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),Mid-West,7.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),South-East,8.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),South-West,10.4
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),Dublin,26.0
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),Mid-East,13.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),Midland,6.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Not stated,State,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Not stated,Border,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Not stated,West,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Not stated,Mid-West,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Not stated,South-East,
