NUTS 3 Regions,Quarter,Statistic,value
Mid-East,2011Q1,Persons aged 15 years and over in Labour Force (Thousand),269.5
Mid-East,2011Q1,ILO Unemployment Rate (15 - 74 years) (%),15.8
Mid-East,2011Q1,ILO Participation Rate (15 years and over) (%),66.7
Mid-East,2011Q2,Persons aged 15 years and over in Employment (Thousand),228.1
Mid-East,2011Q2,Unemployed Persons aged 15 years and over (Thousand),41.2
Mid-East,2011Q2,Persons aged 15 years and over in Labour Force (Thousand),269.3
Mid-East,2011Q2,ILO Unemployment Rate (15 - 74 years) (%),15.3
Mid-East,2011Q2,ILO Participation Rate (15 years and over) (%),66.6
Mid-East,2011Q3,Persons aged 15 years and over in Employment (Thousand),231.4
Mid-East,2011Q3,Unemployed Persons aged 15 years and over (Thousand),43.4
Mid-East,2011Q3,Persons aged 15 years and over in Labour Force (Thousand),274.7
Mid-East,2011Q3,ILO Unemployment Rate (15 - 74 years) (%),15.8
Mid-East,2011Q3,ILO Participation Rate (15 years and over) (%),67.7
Mid-East,2011Q4,Persons aged 15 years and over in Employment (Thousand),235.0
Mid-East,2011Q4,Unemployed Persons aged 15 years and over (Thousand),42.4
Mid-East,2011Q4,Persons aged 15 years and over in Labour Force (Thousand),277.4
Mid-East,2011Q4,ILO Unemployment Rate (15 - 74 years) (%),15.3
Mid-East,2011Q4,ILO Participation Rate (15 years and over) (%),68.1
Mid-West,1998Q1,Persons aged 15 years and over in Employment (Thousand),134.6
Mid-West,1998Q1,Unemployed Persons aged 15 years and over (Thousand),14.1
Mid-West,1998Q1,Persons aged 15 years and over in Labour Force (Thousand),148.7
Mid-West,1998Q1,ILO Unemployment Rate (15 - 74 years) (%),9.5
Mid-West,1998Q1,ILO Participation Rate (15 years and over) (%),60.2
Mid-West,1998Q2,Persons aged 15 years and over in Employment (Thousand),137.4
Mid-West,1998Q2,Unemployed Persons aged 15 years and over (Thousand),12.5
Mid-West,1998Q2,Persons aged 15 years and over in Labour Force (Thousand),149.9
Mid-West,1998Q2,ILO Unemployment Rate (15 - 74 years) (%),8.4
Mid-West,1998Q2,ILO Participation Rate (15 years and over) (%),60.3
Mid-West,1998Q3,Persons aged 15 years and over in Employment (Thousand),144.6
Mid-West,1998Q3,Unemployed Persons aged 15 years and over (Thousand),11.4
Mid-West,1998Q3,Persons aged 15 years and over in Labour Force (Thousand),156.0
Mid-West,1998Q3,ILO Unemployment Rate (15 - 74 years) (%),7.3
Mid-West,1998Q3,ILO Participation Rate (15 years and over) (%),62.4
Mid-West,1998Q4,Persons aged 15 years and over in Employment (Thousand),140.5
Mid-West,1998Q4,Unemployed Persons aged 15 years and over (Thousand),9.9
Mid-West,1998Q4,Persons aged 15 years and over in Labour Force (Thousand),150.5
Mid-West,1998Q4,ILO Unemployment Rate (15 - 74 years) (%),6.6
Mid-West,1998Q4,ILO Participation Rate (15 years and over) (%),59.9
Mid-West,1999Q1,Persons aged 15 years and over in Employment (Thousand),143.3
Mid-West,1999Q1,Unemployed Persons aged 15 years and over (Thousand),10.9
Mid-West,1999Q1,Persons aged 15 years and over in Labour Force (Thousand),154.2
Mid-West,1999Q1,ILO Unemployment Rate (15 - 74 years) (%),7.1
Mid-West,1999Q1,ILO Participation Rate (15 years and over) (%),61.2
Mid-West,1999Q2,Persons aged 15 years and over in Employment (Thousand),146.2
Mid-West,1999Q2,Unemployed Persons aged 15 years and over (Thousand),11.4
Mid-West,1999Q2,Persons aged 15 years and over in Labour Force (Thousand),157.6
Mid-West,1999Q2,ILO Unemployment Rate (15 - 74 years) (%),7.3
Mid-West,1999Q2,ILO Participation Rate (15 years and over) (%),62.3
Mid-West,1999Q3,Persons aged 15 years and over in Employment (Thousand),156.8
Mid-West,1999Q3,Unemployed Persons aged 15 years and over (Thousand),11.0
Mid-West,1999Q3,Persons aged 15 years and over in Labour Force (Thousand),167.8
Mid-West,1999Q3,ILO Unemployment Rate (15 - 74 years) (%),6.6
Mid-West,1999Q3,ILO Participation Rate (15 years and over) (%),66.0
Mid-West,1999Q4,Persons aged 15 years and over in Employment (Thousand),152.4
Mid-West,1999Q4,Unemployed Persons aged 15 years and over (Thousand),9.3
Mid-West,1999Q4,Persons aged 15 years and over in Labour Force (Thousand),161.7
Mid-West,1999Q4,ILO Unemployment Rate (15 - 74 years) (%),5.8
Mid-West,1999Q4,ILO Participation Rate (15 years and over) (%),63.2
Mid-West,2000Q1,Persons aged 15 years and over in Employment (Thousand),152.3
Mid-West,2000Q1,Unemployed Persons aged 15 years and over (Thousand),9.3
Mid-West,2000Q1,Persons aged 15 years and over in Labour Force (Thousand),161.6
Mid-West,2000Q1,ILO Unemployment Rate (15 - 74 years) (%),5.8
Mid-West,2000Q1,ILO Participation Rate (15 years and over) (%),63.0
Mid-West,2000Q2,Persons aged 15 years and over in Employment (Thousand),152.8
Mid-West,2000Q2,Unemployed Persons aged 15 years and over (Thousand),9.8
Mid-West,2000Q2,Persons aged 15 years and over in Labour Force (Thousand),162.6
Mid-West,2000Q2,ILO Unemployment Rate (15 - 74 years) (%),6.1
Mid-West,2000Q2,ILO Participation Rate (15 years and over) (%),63.1
Mid-West,2000Q3,Persons aged 15 years and over in Employment (Thousand),160.2
Mid-West,2000Q3,Unemployed Persons aged 15 years and over (Thousand),8.9
Mid-West,2000Q3,Persons aged 15 years and over in Labour Force (Thousand),169.1
Mid-West,2000Q3,ILO Unemployment Rate (15 - 74 years) (%),5.3
Mid-West,2000Q3,ILO Participation Rate (15 years and over) (%),65.2
Mid-West,2000Q4,Persons aged 15 years and over in Employment (Thousand),154.2
Mid-West,2000Q4,Unemployed Persons aged 15 years and over (Thousand),7.7
Mid-West,2000Q4,Persons aged 15 years and over in Labour Force (Thousand),161.9
Mid-West,2000Q4,ILO Unemployment Rate (15 - 74 years) (%),4.8
Mid-West,2000Q4,ILO Participation Rate (15 years and over) (%),61.9
Mid-West,2001Q1,Persons aged 15 years and over in Employment (Thousand),151.4
Mid-West,2001Q1,Unemployed Persons aged 15 years and over (Thousand),8.1
Mid-West,2001Q1,Persons aged 15 years and over in Labour Force (Thousand),159.4
Mid-West,2001Q1,ILO Unemployment Rate (15 - 74 years) (%),5.1
Mid-West,2001Q1,ILO Participation Rate (15 years and over) (%),60.8
Mid-West,2001Q2,Persons aged 15 years and over in Employment (Thousand),153.3
Mid-West,2001Q2,Unemployed Persons aged 15 years and over (Thousand),7.8
Mid-West,2001Q2,Persons aged 15 years and over in Labour Force (Thousand),161.0
Mid-West,2001Q2,ILO Unemployment Rate (15 - 74 years) (%),4.8
Mid-West,2001Q2,ILO Participation Rate (15 years and over) (%),61.2
Mid-West,2001Q3,Persons aged 15 years and over in Employment (Thousand),161.2
Mid-West,2001Q3,Unemployed Persons aged 15 years and over (Thousand),10.3
Mid-West,2001Q3,Persons aged 15 years and over in Labour Force (Thousand),171.5
Mid-West,2001Q3,ILO Unemployment Rate (15 - 74 years) (%),6.0
Mid-West,2001Q3,ILO Participation Rate (15 years and over) (%),64.8
Mid-West,2001Q4,Persons aged 15 years and over in Employment (Thousand),158.5
Mid-West,2001Q4,Unemployed Persons aged 15 years and over (Thousand),8.1
Mid-West,2001Q4,Persons aged 15 years and over in Labour Force (Thousand),166.6
Mid-West,2001Q4,ILO Unemployment Rate (15 - 74 years) (%),4.9
Mid-West,2001Q4,ILO Participation Rate (15 years and over) (%),62.7
Mid-West,2002Q1,Persons aged 15 years and over in Employment (Thousand),158.1
Mid-West,2002Q1,Unemployed Persons aged 15 years and over (Thousand),8.6
Mid-West,2002Q1,Persons aged 15 years and over in Labour Force (Thousand),166.6
Mid-West,2002Q1,ILO Unemployment Rate (15 - 74 years) (%),5.2
Mid-West,2002Q1,ILO Participation Rate (15 years and over) (%),62.4
Mid-West,2002Q2,Persons aged 15 years and over in Employment (Thousand),159.0
Mid-West,2002Q2,Unemployed Persons aged 15 years and over (Thousand),7.7
Mid-West,2002Q2,Persons aged 15 years and over in Labour Force (Thousand),166.8
Mid-West,2002Q2,ILO Unemployment Rate (15 - 74 years) (%),4.7
Mid-West,2002Q2,ILO Participation Rate (15 years and over) (%),62.3
Mid-West,2002Q3,Persons aged 15 years and over in Employment (Thousand),163.3
Mid-West,2002Q3,Unemployed Persons aged 15 years and over (Thousand),8.1
Mid-West,2002Q3,Persons aged 15 years and over in Labour Force (Thousand),171.5
Mid-West,2002Q3,ILO Unemployment Rate (15 - 74 years) (%),4.8
Mid-West,2002Q3,ILO Participation Rate (15 years and over) (%),63.9
Mid-West,2002Q4,Persons aged 15 years and over in Employment (Thousand),157.1
Mid-West,2002Q4,Unemployed Persons aged 15 years and over (Thousand),8.8
Mid-West,2002Q4,Persons aged 15 years and over in Labour Force (Thousand),165.9
Mid-West,2002Q4,ILO Unemployment Rate (15 - 74 years) (%),5.3
Mid-West,2002Q4,ILO Participation Rate (15 years and over) (%),61.6
Mid-West,2003Q1,Persons aged 15 years and over in Employment (Thousand),158.9
Mid-West,2003Q1,Unemployed Persons aged 15 years and over (Thousand),9.1
Mid-West,2003Q1,Persons aged 15 years and over in Labour Force (Thousand),168.0
Mid-West,2003Q1,ILO Unemployment Rate (15 - 74 years) (%),5.4
Mid-West,2003Q1,ILO Participation Rate (15 years and over) (%),62.3
Mid-West,2003Q2,Persons aged 15 years and over in Employment (Thousand),160.6
Mid-West,2003Q2,Unemployed Persons aged 15 years and over (Thousand),10.6
Mid-West,2003Q2,Persons aged 15 years and over in Labour Force (Thousand),171.2
Mid-West,2003Q2,ILO Unemployment Rate (15 - 74 years) (%),6.2
Mid-West,2003Q2,ILO Participation Rate (15 years and over) (%),63.4
Mid-West,2003Q3,Persons aged 15 years and over in Employment (Thousand),164.8
Mid-West,2003Q3,Unemployed Persons aged 15 years and over (Thousand),12.4
Mid-West,2003Q3,Persons aged 15 years and over in Labour Force (Thousand),177.2
Mid-West,2003Q3,ILO Unemployment Rate (15 - 74 years) (%),7.0
Mid-West,2003Q3,ILO Participation Rate (15 years and over) (%),65.4
Mid-West,2003Q4,Persons aged 15 years and over in Employment (Thousand),160.3
Mid-West,2003Q4,Unemployed Persons aged 15 years and over (Thousand),10.4
Mid-West,2003Q4,Persons aged 15 years and over in Labour Force (Thousand),170.7
Mid-West,2003Q4,ILO Unemployment Rate (15 - 74 years) (%),6.1
Mid-West,2003Q4,ILO Participation Rate (15 years and over) (%),62.8
Mid-West,2004Q1,Persons aged 15 years and over in Employment (Thousand),163.8
Mid-West,2004Q1,Unemployed Persons aged 15 years and over (Thousand),11.5
Mid-West,2004Q1,Persons aged 15 years and over in Labour Force (Thousand),175.3
Mid-West,2004Q1,ILO Unemployment Rate (15 - 74 years) (%),6.6
Mid-West,2004Q1,ILO Participation Rate (15 years and over) (%),64.3
Mid-West,2004Q2,Persons aged 15 years and over in Employment (Thousand),166.7
Mid-West,2004Q2,Unemployed Persons aged 15 years and over (Thousand),11.4
Mid-West,2004Q2,Persons aged 15 years and over in Labour Force (Thousand),178.1
Mid-West,2004Q2,ILO Unemployment Rate (15 - 74 years) (%),6.4
Mid-West,2004Q2,ILO Participation Rate (15 years and over) (%),65.2
Mid-West,2004Q3,Persons aged 15 years and over in Employment (Thousand),169.5
Mid-West,2004Q3,Unemployed Persons aged 15 years and over (Thousand),12.7
Mid-West,2004Q3,Persons aged 15 years and over in Labour Force (Thousand),182.2
Mid-West,2004Q3,ILO Unemployment Rate (15 - 74 years) (%),7.0
Mid-West,2004Q3,ILO Participation Rate (15 years and over) (%),66.2
Mid-West,2004Q4,Persons aged 15 years and over in Employment (Thousand),168.3
Mid-West,2004Q4,Unemployed Persons aged 15 years and over (Thousand),11.2
Mid-West,2004Q4,Persons aged 15 years and over in Labour Force (Thousand),179.5
Mid-West,2004Q4,ILO Unemployment Rate (15 - 74 years) (%),6.3
Mid-West,2004Q4,ILO Participation Rate (15 years and over) (%),64.8
Mid-West,2005Q1,Persons aged 15 years and over in Employment (Thousand),169.8
Mid-West,2005Q1,Unemployed Persons aged 15 years and over (Thousand),11.0
Mid-West,2005Q1,Persons aged 15 years and over in Labour Force (Thousand),180.8
Mid-West,2005Q1,ILO Unemployment Rate (15 - 74 years) (%),6.1
Mid-West,2005Q1,ILO Participation Rate (15 years and over) (%),64.9
Mid-West,2005Q2,Persons aged 15 years and over in Employment (Thousand),173.9
Mid-West,2005Q2,Unemployed Persons aged 15 years and over (Thousand),12.1
Mid-West,2005Q2,Persons aged 15 years and over in Labour Force (Thousand),186.0
Mid-West,2005Q2,ILO Unemployment Rate (15 - 74 years) (%),6.5
Mid-West,2005Q2,ILO Participation Rate (15 years and over) (%),66.4
Mid-West,2005Q3,Persons aged 15 years and over in Employment (Thousand),180.7
Mid-West,2005Q3,Unemployed Persons aged 15 years and over (Thousand),12.1
Mid-West,2005Q3,Persons aged 15 years and over in Labour Force (Thousand),192.8
Mid-West,2005Q3,ILO Unemployment Rate (15 - 74 years) (%),6.3
Mid-West,2005Q3,ILO Participation Rate (15 years and over) (%),68.3
Mid-West,2005Q4,Persons aged 15 years and over in Employment (Thousand),181.0
Mid-West,2005Q4,Unemployed Persons aged 15 years and over (Thousand),9.3
Mid-West,2005Q4,Persons aged 15 years and over in Labour Force (Thousand),190.3
Mid-West,2005Q4,ILO Unemployment Rate (15 - 74 years) (%),4.9
Mid-West,2005Q4,ILO Participation Rate (15 years and over) (%),66.9
Mid-West,2006Q1,Persons aged 15 years and over in Employment (Thousand),182.0
Mid-West,2006Q1,Unemployed Persons aged 15 years and over (Thousand),10.4
Mid-West,2006Q1,Persons aged 15 years and over in Labour Force (Thousand),192.4
Mid-West,2006Q1,ILO Unemployment Rate (15 - 74 years) (%),5.4
Mid-West,2006Q1,ILO Participation Rate (15 years and over) (%),67.3
Mid-West,2006Q2,Persons aged 15 years and over in Employment (Thousand),183.2
Mid-West,2006Q2,Unemployed Persons aged 15 years and over (Thousand),10.5
Mid-West,2006Q2,Persons aged 15 years and over in Labour Force (Thousand),193.7
Mid-West,2006Q2,ILO Unemployment Rate (15 - 74 years) (%),5.4
Mid-West,2006Q2,ILO Participation Rate (15 years and over) (%),68.0
Mid-West,2006Q3,Persons aged 15 years and over in Employment (Thousand),181.9
Mid-West,2006Q3,Unemployed Persons aged 15 years and over (Thousand),14.2
Mid-West,2006Q3,Persons aged 15 years and over in Labour Force (Thousand),196.1
Mid-West,2006Q3,ILO Unemployment Rate (15 - 74 years) (%),7.2
Mid-West,2006Q3,ILO Participation Rate (15 years and over) (%),68.3
Mid-West,2006Q4,Persons aged 15 years and over in Employment (Thousand),179.8
Mid-West,2006Q4,Unemployed Persons aged 15 years and over (Thousand),11.8
Mid-West,2006Q4,Persons aged 15 years and over in Labour Force (Thousand),191.7
Mid-West,2006Q4,ILO Unemployment Rate (15 - 74 years) (%),6.2
Mid-West,2006Q4,ILO Participation Rate (15 years and over) (%),66.3
Mid-West,2007Q1,Persons aged 15 years and over in Employment (Thousand),180.6
Mid-West,2007Q1,Unemployed Persons aged 15 years and over (Thousand),14.2
Mid-West,2007Q1,Persons aged 15 years and over in Labour Force (Thousand),194.9
Mid-West,2007Q1,ILO Unemployment Rate (15 - 74 years) (%),7.3
Mid-West,2007Q1,ILO Participation Rate (15 years and over) (%),67.1
Mid-West,2007Q2,Persons aged 15 years and over in Employment (Thousand),183.5
Mid-West,2007Q2,Unemployed Persons aged 15 years and over (Thousand),13.8
Mid-West,2007Q2,Persons aged 15 years and over in Labour Force (Thousand),197.2
Mid-West,2007Q2,ILO Unemployment Rate (15 - 74 years) (%),7.0
Mid-West,2007Q2,ILO Participation Rate (15 years and over) (%),67.6
Mid-West,2007Q3,Persons aged 15 years and over in Employment (Thousand),182.2
Mid-West,2007Q3,Unemployed Persons aged 15 years and over (Thousand),14.2
Mid-West,2007Q3,Persons aged 15 years and over in Labour Force (Thousand),196.5
Mid-West,2007Q3,ILO Unemployment Rate (15 - 74 years) (%),7.3
Mid-West,2007Q3,ILO Participation Rate (15 years and over) (%),66.9
Mid-West,2007Q4,Persons aged 15 years and over in Employment (Thousand),181.6
Mid-West,2007Q4,Unemployed Persons aged 15 years and over (Thousand),12.8
Mid-West,2007Q4,Persons aged 15 years and over in Labour Force (Thousand),194.4
Mid-West,2007Q4,ILO Unemployment Rate (15 - 74 years) (%),6.6
Mid-West,2007Q4,ILO Participation Rate (15 years and over) (%),65.7
Mid-West,2008Q1,Persons aged 15 years and over in Employment (Thousand),181.3
Mid-West,2008Q1,Unemployed Persons aged 15 years and over (Thousand),13.3
Mid-West,2008Q1,Persons aged 15 years and over in Labour Force (Thousand),194.6
Mid-West,2008Q1,ILO Unemployment Rate (15 - 74 years) (%),6.9
Mid-West,2008Q1,ILO Participation Rate (15 years and over) (%),65.4
Mid-West,2008Q2,Persons aged 15 years and over in Employment (Thousand),182.3
Mid-West,2008Q2,Unemployed Persons aged 15 years and over (Thousand),15.8
Mid-West,2008Q2,Persons aged 15 years and over in Labour Force (Thousand),198.1
Mid-West,2008Q2,ILO Unemployment Rate (15 - 74 years) (%),8.0
Mid-West,2008Q2,ILO Participation Rate (15 years and over) (%),66.4
Mid-West,2008Q3,Persons aged 15 years and over in Employment (Thousand),175.5
Mid-West,2008Q3,Unemployed Persons aged 15 years and over (Thousand),20.4
Mid-West,2008Q3,Persons aged 15 years and over in Labour Force (Thousand),195.9
Mid-West,2008Q3,ILO Unemployment Rate (15 - 74 years) (%),10.5
Mid-West,2008Q3,ILO Participation Rate (15 years and over) (%),65.6
Mid-West,2008Q4,Persons aged 15 years and over in Employment (Thousand),175.7
Mid-West,2008Q4,Unemployed Persons aged 15 years and over (Thousand),21.6
Mid-West,2008Q4,Persons aged 15 years and over in Labour Force (Thousand),197.3
Mid-West,2008Q4,ILO Unemployment Rate (15 - 74 years) (%),11.0
Mid-West,2008Q4,ILO Participation Rate (15 years and over) (%),66.1
Mid-West,2009Q1,Persons aged 15 years and over in Employment (Thousand),166.9
Mid-West,2009Q1,Unemployed Persons aged 15 years and over (Thousand),27.6
Mid-West,2009Q1,Persons aged 15 years and over in Labour Force (Thousand),194.5
Mid-West,2009Q1,ILO Unemployment Rate (15 - 74 years) (%),14.3
Mid-West,2009Q1,ILO Participation Rate (15 years and over) (%),65.1
Mid-West,2009Q2,Persons aged 15 years and over in Employment (Thousand),164.5
Mid-West,2009Q2,Unemployed Persons aged 15 years and over (Thousand),31.8
Mid-West,2009Q2,Persons aged 15 years and over in Labour Force (Thousand),196.4
Mid-West,2009Q2,ILO Unemployment Rate (15 - 74 years) (%),16.3
Mid-West,2009Q2,ILO Participation Rate (15 years and over) (%),65.8
Mid-West,2009Q3,Persons aged 15 years and over in Employment (Thousand),162.2
Mid-West,2009Q3,Unemployed Persons aged 15 years and over (Thousand),33.9
Mid-West,2009Q3,Persons aged 15 years and over in Labour Force (Thousand),196.0
