STATISTIC,Quarter,Age Group,Sex,Marital Status,value
ILO Participation Rates  (%),2010Q2,60 - 64 years,Female,All marital status,34.3
ILO Participation Rates  (%),2010Q2,65 years and over,Both sexes,Single - never married,11.4
ILO Participation Rates  (%),2010Q2,65 years and over,Both sexes,Married,11.5
ILO Participation Rates  (%),2010Q2,65 years and over,Both sexes,Widowed,3.8
ILO Participation Rates  (%),2010Q2,65 years and over,Both sexes,Separated or divorced,10.6
ILO Participation Rates  (%),2010Q2,65 years and over,Both sexes,All marital status,9.2
ILO Participation Rates  (%),2010Q2,65 years and over,Male,Single - never married,15.7
ILO Participation Rates  (%),2010Q2,65 years and over,Male,Married,15.2
ILO Participation Rates  (%),2010Q2,65 years and over,Male,Widowed,7.8
ILO Participation Rates  (%),2010Q2,65 years and over,Male,Separated or divorced,12.4
ILO Participation Rates  (%),2010Q2,65 years and over,Male,All marital status,14.2
ILO Participation Rates  (%),2010Q2,65 years and over,Female,Single - never married,6.0
ILO Participation Rates  (%),2010Q2,65 years and over,Female,Married,6.7
ILO Participation Rates  (%),2010Q2,65 years and over,Female,Widowed,2.7
ILO Participation Rates  (%),2010Q2,65 years and over,Female,Separated or divorced,8.9
ILO Participation Rates  (%),2010Q2,65 years and over,Female,All marital status,5.0
ILO Participation Rates  (%),2010Q3,15 - 19 years,Both sexes,Single - never married,30.5
ILO Participation Rates  (%),2010Q3,15 - 19 years,Both sexes,Married,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Both sexes,Widowed,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Both sexes,All marital status,30.5
ILO Participation Rates  (%),2010Q3,15 - 19 years,Male,Single - never married,32.7
ILO Participation Rates  (%),2010Q3,15 - 19 years,Male,Married,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Male,Widowed,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Male,Separated or divorced,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Male,All marital status,32.7
ILO Participation Rates  (%),2010Q3,15 - 19 years,Female,Single - never married,28.1
ILO Participation Rates  (%),2010Q3,15 - 19 years,Female,Married,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Female,Widowed,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Female,Separated or divorced,
ILO Participation Rates  (%),2010Q3,15 - 19 years,Female,All marital status,28.1
ILO Participation Rates  (%),2010Q3,15 years and over,Both sexes,Single - never married,67.0
ILO Participation Rates  (%),2010Q3,15 years and over,Both sexes,Married,65.2
ILO Participation Rates  (%),2010Q3,15 years and over,Both sexes,Widowed,12.8
ILO Participation Rates  (%),2010Q3,15 years and over,Both sexes,Separated or divorced,62.4
ILO Participation Rates  (%),2010Q3,15 years and over,Both sexes,All marital status,63.0
ILO Participation Rates  (%),2010Q3,15 years and over,Male,Single - never married,69.6
ILO Participation Rates  (%),2010Q3,15 years and over,Male,Married,74.2
ILO Participation Rates  (%),2010Q3,15 years and over,Male,Widowed,20.6
ILO Participation Rates  (%),2010Q3,15 years and over,Male,Separated or divorced,67.8
ILO Participation Rates  (%),2010Q3,15 years and over,Male,All marital status,70.7
ILO Participation Rates  (%),2010Q3,15 years and over,Female,Single - never married,64.1
ILO Participation Rates  (%),2010Q3,15 years and over,Female,Married,55.9
ILO Participation Rates  (%),2010Q3,15 years and over,Female,Widowed,10.6
ILO Participation Rates  (%),2010Q3,15 years and over,Female,Separated or divorced,59.1
ILO Participation Rates  (%),2010Q3,15 years and over,Female,All marital status,55.5
ILO Participation Rates  (%),2010Q3,20 - 24 years,Both sexes,Single - never married,79.0
ILO Participation Rates  (%),2010Q3,20 - 24 years,Both sexes,Married,74.9
ILO Participation Rates  (%),2010Q3,20 - 24 years,Both sexes,Widowed,
ILO Participation Rates  (%),2010Q3,20 - 24 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2010Q3,20 - 24 years,Both sexes,All marital status,78.9
ILO Participation Rates  (%),2010Q3,20 - 24 years,Male,Single - never married,81.8
ILO Participation Rates  (%),2010Q3,20 - 24 years,Male,Married,92.1
ILO Participation Rates  (%),2010Q3,20 - 24 years,Male,Widowed,
ILO Participation Rates  (%),2010Q3,20 - 24 years,Male,Separated or divorced,
ILO Participation Rates  (%),2010Q3,20 - 24 years,Male,All marital status,82.0
ILO Participation Rates  (%),2010Q3,20 - 24 years,Female,Single - never married,76.2
ILO Participation Rates  (%),2010Q3,20 - 24 years,Female,Married,67.6
ILO Participation Rates  (%),2010Q3,20 - 24 years,Female,Widowed,
ILO Participation Rates  (%),2010Q3,20 - 24 years,Female,Separated or divorced,
ILO Participation Rates  (%),2010Q3,20 - 24 years,Female,All marital status,75.8
ILO Participation Rates  (%),2010Q3,25 - 34 years,Both sexes,Single - never married,84.1
ILO Participation Rates  (%),2010Q3,25 - 34 years,Both sexes,Married,83.1
ILO Participation Rates  (%),2010Q3,25 - 34 years,Both sexes,Widowed,
ILO Participation Rates  (%),2010Q3,25 - 34 years,Both sexes,Separated or divorced,67.2
ILO Participation Rates  (%),2010Q3,25 - 34 years,Both sexes,All marital status,83.5
ILO Participation Rates  (%),2010Q3,25 - 34 years,Male,Single - never married,87.6
ILO Participation Rates  (%),2010Q3,25 - 34 years,Male,Married,94.2
ILO Participation Rates  (%),2010Q3,25 - 34 years,Male,Widowed,
ILO Participation Rates  (%),2010Q3,25 - 34 years,Male,Separated or divorced,
ILO Participation Rates  (%),2010Q3,25 - 34 years,Male,All marital status,89.7
ILO Participation Rates  (%),2010Q3,25 - 34 years,Female,Single - never married,80.3
ILO Participation Rates  (%),2010Q3,25 - 34 years,Female,Married,74.2
ILO Participation Rates  (%),2010Q3,25 - 34 years,Female,Widowed,
ILO Participation Rates  (%),2010Q3,25 - 34 years,Female,Separated or divorced,62.3
ILO Participation Rates  (%),2010Q3,25 - 34 years,Female,All marital status,77.6
ILO Participation Rates  (%),2010Q3,35 - 44 years,Both sexes,Single - never married,77.8
ILO Participation Rates  (%),2010Q3,35 - 44 years,Both sexes,Married,81.2
ILO Participation Rates  (%),2010Q3,35 - 44 years,Both sexes,Widowed,45.7
ILO Participation Rates  (%),2010Q3,35 - 44 years,Both sexes,Separated or divorced,73.5
ILO Participation Rates  (%),2010Q3,35 - 44 years,Both sexes,All marital status,79.8
ILO Participation Rates  (%),2010Q3,35 - 44 years,Male,Single - never married,81.8
ILO Participation Rates  (%),2010Q3,35 - 44 years,Male,Married,94.3
ILO Participation Rates  (%),2010Q3,35 - 44 years,Male,Widowed,
ILO Participation Rates  (%),2010Q3,35 - 44 years,Male,Separated or divorced,89.1
ILO Participation Rates  (%),2010Q3,35 - 44 years,Male,All marital status,90.7
ILO Participation Rates  (%),2010Q3,35 - 44 years,Female,Single - never married,73.2
ILO Participation Rates  (%),2010Q3,35 - 44 years,Female,Married,67.8
ILO Participation Rates  (%),2010Q3,35 - 44 years,Female,Widowed,34.2
ILO Participation Rates  (%),2010Q3,35 - 44 years,Female,Separated or divorced,66.5
ILO Participation Rates  (%),2010Q3,35 - 44 years,Female,All marital status,68.8
ILO Participation Rates  (%),2010Q3,45 - 54 years,Both sexes,Single - never married,72.8
ILO Participation Rates  (%),2010Q3,45 - 54 years,Both sexes,Married,79.5
ILO Participation Rates  (%),2010Q3,45 - 54 years,Both sexes,Widowed,67.5
ILO Participation Rates  (%),2010Q3,45 - 54 years,Both sexes,Separated or divorced,77.1
ILO Participation Rates  (%),2010Q3,45 - 54 years,Both sexes,All marital status,78.0
ILO Participation Rates  (%),2010Q3,45 - 54 years,Male,Single - never married,70.2
ILO Participation Rates  (%),2010Q3,45 - 54 years,Male,Married,90.9
ILO Participation Rates  (%),2010Q3,45 - 54 years,Male,Widowed,69.3
ILO Participation Rates  (%),2010Q3,45 - 54 years,Male,Separated or divorced,81.0
ILO Participation Rates  (%),2010Q3,45 - 54 years,Male,All marital status,86.7
ILO Participation Rates  (%),2010Q3,45 - 54 years,Female,Single - never married,75.7
ILO Participation Rates  (%),2010Q3,45 - 54 years,Female,Married,67.6
ILO Participation Rates  (%),2010Q3,45 - 54 years,Female,Widowed,67.0
ILO Participation Rates  (%),2010Q3,45 - 54 years,Female,Separated or divorced,74.4
ILO Participation Rates  (%),2010Q3,45 - 54 years,Female,All marital status,69.4
ILO Participation Rates  (%),2010Q3,55 - 59 years,Both sexes,Single - never married,60.7
ILO Participation Rates  (%),2010Q3,55 - 59 years,Both sexes,Married,67.2
ILO Participation Rates  (%),2010Q3,55 - 59 years,Both sexes,Widowed,56.2
ILO Participation Rates  (%),2010Q3,55 - 59 years,Both sexes,Separated or divorced,60.7
ILO Participation Rates  (%),2010Q3,55 - 59 years,Both sexes,All marital status,65.3
ILO Participation Rates  (%),2010Q3,55 - 59 years,Male,Single - never married,59.9
ILO Participation Rates  (%),2010Q3,55 - 59 years,Male,Married,76.6
ILO Participation Rates  (%),2010Q3,55 - 59 years,Male,Widowed,63.7
ILO Participation Rates  (%),2010Q3,55 - 59 years,Male,Separated or divorced,65.4
ILO Participation Rates  (%),2010Q3,55 - 59 years,Male,All marital status,73.1
ILO Participation Rates  (%),2010Q3,55 - 59 years,Female,Single - never married,61.7
ILO Participation Rates  (%),2010Q3,55 - 59 years,Female,Married,57.3
ILO Participation Rates  (%),2010Q3,55 - 59 years,Female,Widowed,52.6
ILO Participation Rates  (%),2010Q3,55 - 59 years,Female,Separated or divorced,57.6
ILO Participation Rates  (%),2010Q3,55 - 59 years,Female,All marital status,57.5
ILO Participation Rates  (%),2010Q3,60 - 64 years,Both sexes,Single - never married,44.3
ILO Participation Rates  (%),2010Q3,60 - 64 years,Both sexes,Married,46.8
ILO Participation Rates  (%),2010Q3,60 - 64 years,Both sexes,Widowed,31.8
ILO Participation Rates  (%),2010Q3,60 - 64 years,Both sexes,Separated or divorced,42.5
ILO Participation Rates  (%),2010Q3,60 - 64 years,Both sexes,All marital status,45.0
ILO Participation Rates  (%),2010Q3,60 - 64 years,Male,Single - never married,45.9
ILO Participation Rates  (%),2010Q3,60 - 64 years,Male,Married,58.7
ILO Participation Rates  (%),2010Q3,60 - 64 years,Male,Widowed,39.8
ILO Participation Rates  (%),2010Q3,60 - 64 years,Male,Separated or divorced,43.5
ILO Participation Rates  (%),2010Q3,60 - 64 years,Male,All marital status,55.4
ILO Participation Rates  (%),2010Q3,60 - 64 years,Female,Single - never married,42.1
ILO Participation Rates  (%),2010Q3,60 - 64 years,Female,Married,33.6
ILO Participation Rates  (%),2010Q3,60 - 64 years,Female,Widowed,29.0
ILO Participation Rates  (%),2010Q3,60 - 64 years,Female,Separated or divorced,41.8
ILO Participation Rates  (%),2010Q3,60 - 64 years,Female,All marital status,34.6
ILO Participation Rates  (%),2010Q3,65 years and over,Both sexes,Single - never married,12.8
ILO Participation Rates  (%),2010Q3,65 years and over,Both sexes,Married,10.9
ILO Participation Rates  (%),2010Q3,65 years and over,Both sexes,Widowed,3.0
ILO Participation Rates  (%),2010Q3,65 years and over,Both sexes,Separated or divorced,11.0
ILO Participation Rates  (%),2010Q3,65 years and over,Both sexes,All marital status,8.9
ILO Participation Rates  (%),2010Q3,65 years and over,Male,Single - never married,17.0
ILO Participation Rates  (%),2010Q3,65 years and over,Male,Married,14.6
ILO Participation Rates  (%),2010Q3,65 years and over,Male,Widowed,7.3
ILO Participation Rates  (%),2010Q3,65 years and over,Male,Separated or divorced,16.2
ILO Participation Rates  (%),2010Q3,65 years and over,Male,All marital status,14.0
ILO Participation Rates  (%),2010Q3,65 years and over,Female,Single - never married,7.5
ILO Participation Rates  (%),2010Q3,65 years and over,Female,Married,6.4
ILO Participation Rates  (%),2010Q3,65 years and over,Female,Widowed,1.9
ILO Participation Rates  (%),2010Q3,65 years and over,Female,Separated or divorced,6.8
ILO Participation Rates  (%),2010Q3,65 years and over,Female,All marital status,4.6
ILO Participation Rates  (%),2010Q4,15 - 19 years,Both sexes,Single - never married,26.3
ILO Participation Rates  (%),2010Q4,15 - 19 years,Both sexes,Married,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Both sexes,Widowed,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Both sexes,All marital status,26.3
ILO Participation Rates  (%),2010Q4,15 - 19 years,Male,Single - never married,26.3
ILO Participation Rates  (%),2010Q4,15 - 19 years,Male,Married,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Male,Widowed,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Male,Separated or divorced,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Male,All marital status,26.3
ILO Participation Rates  (%),2010Q4,15 - 19 years,Female,Single - never married,26.3
ILO Participation Rates  (%),2010Q4,15 - 19 years,Female,Married,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Female,Widowed,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Female,Separated or divorced,
ILO Participation Rates  (%),2010Q4,15 - 19 years,Female,All marital status,26.3
ILO Participation Rates  (%),2010Q4,15 years and over,Both sexes,Single - never married,65.6
ILO Participation Rates  (%),2010Q4,15 years and over,Both sexes,Married,64.4
ILO Participation Rates  (%),2010Q4,15 years and over,Both sexes,Widowed,14.0
ILO Participation Rates  (%),2010Q4,15 years and over,Both sexes,Separated or divorced,59.5
ILO Participation Rates  (%),2010Q4,15 years and over,Both sexes,All marital status,62.0
ILO Participation Rates  (%),2010Q4,15 years and over,Male,Single - never married,67.4
ILO Participation Rates  (%),2010Q4,15 years and over,Male,Married,73.6
ILO Participation Rates  (%),2010Q4,15 years and over,Male,Widowed,23.0
ILO Participation Rates  (%),2010Q4,15 years and over,Male,Separated or divorced,63.1
ILO Participation Rates  (%),2010Q4,15 years and over,Male,All marital status,69.4
ILO Participation Rates  (%),2010Q4,15 years and over,Female,Single - never married,63.8
ILO Participation Rates  (%),2010Q4,15 years and over,Female,Married,55.0
ILO Participation Rates  (%),2010Q4,15 years and over,Female,Widowed,11.4
ILO Participation Rates  (%),2010Q4,15 years and over,Female,Separated or divorced,57.4
ILO Participation Rates  (%),2010Q4,15 years and over,Female,All marital status,54.8
ILO Participation Rates  (%),2010Q4,20 - 24 years,Both sexes,Single - never married,77.0
ILO Participation Rates  (%),2010Q4,20 - 24 years,Both sexes,Married,69.5
ILO Participation Rates  (%),2010Q4,20 - 24 years,Both sexes,Widowed,
ILO Participation Rates  (%),2010Q4,20 - 24 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),2010Q4,20 - 24 years,Both sexes,All marital status,76.8
ILO Participation Rates  (%),2010Q4,20 - 24 years,Male,Single - never married,78.3
ILO Participation Rates  (%),2010Q4,20 - 24 years,Male,Married,
ILO Participation Rates  (%),2010Q4,20 - 24 years,Male,Widowed,
ILO Participation Rates  (%),2010Q4,20 - 24 years,Male,Separated or divorced,
ILO Participation Rates  (%),2010Q4,20 - 24 years,Male,All marital status,78.5
ILO Participation Rates  (%),2010Q4,20 - 24 years,Female,Single - never married,75.7
ILO Participation Rates  (%),2010Q4,20 - 24 years,Female,Married,62.3
ILO Participation Rates  (%),2010Q4,20 - 24 years,Female,Widowed,
ILO Participation Rates  (%),2010Q4,20 - 24 years,Female,Separated or divorced,
ILO Participation Rates  (%),2010Q4,20 - 24 years,Female,All marital status,75.1
ILO Participation Rates  (%),2010Q4,25 - 34 years,Both sexes,Single - never married,83.2
ILO Participation Rates  (%),2010Q4,25 - 34 years,Both sexes,Married,82.6
ILO Participation Rates  (%),2010Q4,25 - 34 years,Both sexes,Widowed,
ILO Participation Rates  (%),2010Q4,25 - 34 years,Both sexes,Separated or divorced,69.0
ILO Participation Rates  (%),2010Q4,25 - 34 years,Both sexes,All marital status,82.8
ILO Participation Rates  (%),2010Q4,25 - 34 years,Male,Single - never married,85.5
ILO Participation Rates  (%),2010Q4,25 - 34 years,Male,Married,93.8
ILO Participation Rates  (%),2010Q4,25 - 34 years,Male,Widowed,
ILO Participation Rates  (%),2010Q4,25 - 34 years,Male,Separated or divorced,
ILO Participation Rates  (%),2010Q4,25 - 34 years,Male,All marital status,88.1
ILO Participation Rates  (%),2010Q4,25 - 34 years,Female,Single - never married,80.8
ILO Participation Rates  (%),2010Q4,25 - 34 years,Female,Married,73.8
ILO Participation Rates  (%),2010Q4,25 - 34 years,Female,Widowed,
ILO Participation Rates  (%),2010Q4,25 - 34 years,Female,Separated or divorced,63.2
ILO Participation Rates  (%),2010Q4,25 - 34 years,Female,All marital status,77.7
ILO Participation Rates  (%),2010Q4,35 - 44 years,Both sexes,Single - never married,78.5
ILO Participation Rates  (%),2010Q4,35 - 44 years,Both sexes,Married,81.1
ILO Participation Rates  (%),2010Q4,35 - 44 years,Both sexes,Widowed,53.2
ILO Participation Rates  (%),2010Q4,35 - 44 years,Both sexes,Separated or divorced,70.9
ILO Participation Rates  (%),2010Q4,35 - 44 years,Both sexes,All marital status,79.8
ILO Participation Rates  (%),2010Q4,35 - 44 years,Male,Single - never married,82.6
ILO Participation Rates  (%),2010Q4,35 - 44 years,Male,Married,93.8
ILO Participation Rates  (%),2010Q4,35 - 44 years,Male,Widowed,
