Statistic,Quarter,Sex,ILO Economic Status,value
Persons aged 15 years and over,2013Q1,Both sexes,In labour force,2210.1
Persons aged 15 years and over,2013Q1,Both sexes,In employment,1893.2
Persons aged 15 years and over,2013Q1,Both sexes,In employment full-time,1423.7
Persons aged 15 years and over,2013Q1,Both sexes,In employment part-time,469.5
Persons aged 15 years and over,2013Q1,Both sexes,In employment part-time - not underemployed,310.5
Persons aged 15 years and over,2013Q1,Both sexes,In employment part-time - underemployed,159.1
Persons aged 15 years and over,2013Q1,Both sexes,Unemployed,316.9
Persons aged 15 years and over,2013Q1,Both sexes,Unemployed seeking full-time work/future job-starter,268.8
Persons aged 15 years and over,2013Q1,Both sexes,Unemployed seeking part-time work,35.5
Persons aged 15 years and over,2013Q1,Both sexes,Not in labour force,1406.8
Persons aged 15 years and over,2013Q1,Both sexes,Potential additional labour force,58.6
Persons aged 15 years and over,2013Q1,Both sexes,Others not in labour force,1348.1
Persons aged 15 years and over,2013Q1,Both sexes,Unemployed seeking work as self-employed,12.6
Persons aged 15 years and over,2013Q1,Male,All ILO economic status,1776.1
Persons aged 15 years and over,2013Q1,Male,In labour force,1207.4
Persons aged 15 years and over,2013Q1,Male,In employment,1018.0
Persons aged 15 years and over,2013Q1,Male,In employment full-time,863.4
Persons aged 15 years and over,2013Q1,Male,In employment part-time,154.5
Persons aged 15 years and over,2013Q1,Male,In employment part-time - not underemployed,85.1
Persons aged 15 years and over,2013Q1,Male,In employment part-time - underemployed,69.5
Persons aged 15 years and over,2013Q1,Male,Unemployed,189.4
Persons aged 15 years and over,2013Q1,Male,Unemployed seeking full-time work/future job-starter,172.9
Persons aged 15 years and over,2013Q1,Male,Unemployed seeking part-time work,6.4
Persons aged 15 years and over,2013Q1,Male,Not in labour force,568.6
Persons aged 15 years and over,2013Q1,Male,Potential additional labour force,34.0
Persons aged 15 years and over,2013Q1,Male,Others not in labour force,534.7
Persons aged 15 years and over,2013Q1,Male,Unemployed seeking work as self-employed,10.1
Persons aged 15 years and over,2013Q1,Female,All ILO economic status,1840.8
Persons aged 15 years and over,2013Q1,Female,In labour force,1002.7
Persons aged 15 years and over,2013Q1,Female,In employment,875.3
Persons aged 15 years and over,2013Q1,Female,In employment full-time,560.3
Persons aged 15 years and over,2013Q1,Female,In employment part-time,315.0
Persons aged 15 years and over,2013Q1,Female,In employment part-time - not underemployed,225.4
Persons aged 15 years and over,2013Q1,Female,In employment part-time - underemployed,89.6
Persons aged 15 years and over,2013Q1,Female,Unemployed,127.4
Persons aged 15 years and over,2013Q1,Female,Unemployed seeking full-time work/future job-starter,95.9
Persons aged 15 years and over,2013Q1,Female,Unemployed seeking part-time work,29.1
Persons aged 15 years and over,2013Q1,Female,Not in labour force,838.1
Persons aged 15 years and over,2013Q1,Female,Potential additional labour force,24.7
Persons aged 15 years and over,2013Q1,Female,Others not in labour force,813.4
Persons aged 15 years and over,2013Q1,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2013Q2,Both sexes,All ILO economic status,3620.8
Persons aged 15 years and over,2013Q2,Both sexes,In labour force,2253.7
Persons aged 15 years and over,2013Q2,Both sexes,In employment,1924.2
Persons aged 15 years and over,2013Q2,Both sexes,In employment full-time,1455.4
Persons aged 15 years and over,2013Q2,Both sexes,In employment part-time,468.8
Persons aged 15 years and over,2013Q2,Both sexes,In employment part-time - not underemployed,314.7
Persons aged 15 years and over,2013Q2,Both sexes,In employment part-time - underemployed,154.1
Persons aged 15 years and over,2013Q2,Both sexes,Unemployed,329.5
Persons aged 15 years and over,2013Q2,Both sexes,Unemployed seeking full-time work/future job-starter,277.4
Persons aged 15 years and over,2013Q2,Both sexes,Unemployed seeking part-time work,42.1
Persons aged 15 years and over,2013Q2,Both sexes,Not in labour force,1367.1
Persons aged 15 years and over,2013Q2,Both sexes,Potential additional labour force,58.9
Persons aged 15 years and over,2013Q2,Both sexes,Others not in labour force,1308.2
Persons aged 15 years and over,2013Q2,Both sexes,Unemployed seeking work as self-employed,10.0
Persons aged 15 years and over,2013Q2,Male,All ILO economic status,1778.4
Persons aged 15 years and over,2013Q2,Male,In labour force,1228.1
Persons aged 15 years and over,2013Q2,Male,In employment,1034.3
Persons aged 15 years and over,2013Q2,Male,In employment full-time,881.9
Persons aged 15 years and over,2013Q2,Male,In employment part-time,152.4
Persons aged 15 years and over,2013Q2,Male,In employment part-time - not underemployed,84.6
Persons aged 15 years and over,2013Q2,Male,In employment part-time - underemployed,67.8
Persons aged 15 years and over,2013Q2,Male,Unemployed,193.8
Persons aged 15 years and over,2013Q2,Male,Unemployed seeking full-time work/future job-starter,176.4
Persons aged 15 years and over,2013Q2,Male,Unemployed seeking part-time work,9.2
Persons aged 15 years and over,2013Q2,Male,Not in labour force,550.3
Persons aged 15 years and over,2013Q2,Male,Potential additional labour force,35.7
Persons aged 15 years and over,2013Q2,Male,Others not in labour force,514.6
Persons aged 15 years and over,2013Q2,Male,Unemployed seeking work as self-employed,8.2
Persons aged 15 years and over,2013Q2,Female,All ILO economic status,1842.4
Persons aged 15 years and over,2013Q2,Female,In labour force,1025.6
Persons aged 15 years and over,2013Q2,Female,In employment,889.9
Persons aged 15 years and over,2013Q2,Female,In employment full-time,573.5
Persons aged 15 years and over,2013Q2,Female,In employment part-time,316.4
Persons aged 15 years and over,2013Q2,Female,In employment part-time - not underemployed,230.1
Persons aged 15 years and over,2013Q2,Female,In employment part-time - underemployed,86.3
Persons aged 15 years and over,2013Q2,Female,Unemployed,135.7
Persons aged 15 years and over,2013Q2,Female,Unemployed seeking full-time work/future job-starter,101.0
Persons aged 15 years and over,2013Q2,Female,Unemployed seeking part-time work,32.9
Persons aged 15 years and over,2013Q2,Female,Not in labour force,816.8
Persons aged 15 years and over,2013Q2,Female,Potential additional labour force,23.1
Persons aged 15 years and over,2013Q2,Female,Others not in labour force,793.7
Persons aged 15 years and over,2013Q2,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2013Q3,Both sexes,All ILO economic status,3628.1
Persons aged 15 years and over,2013Q3,Both sexes,In labour force,2271.8
Persons aged 15 years and over,2013Q3,Both sexes,In employment,1962.0
Persons aged 15 years and over,2013Q3,Both sexes,In employment full-time,1492.2
Persons aged 15 years and over,2013Q3,Both sexes,In employment part-time,469.8
Persons aged 15 years and over,2013Q3,Both sexes,In employment part-time - not underemployed,325.7
Persons aged 15 years and over,2013Q3,Both sexes,In employment part-time - underemployed,144.1
Persons aged 15 years and over,2013Q3,Both sexes,Unemployed,309.8
Persons aged 15 years and over,2013Q3,Both sexes,Unemployed seeking full-time work/future job-starter,261.5
Persons aged 15 years and over,2013Q3,Both sexes,Unemployed seeking part-time work,38.2
Persons aged 15 years and over,2013Q3,Both sexes,Not in labour force,1356.3
Persons aged 15 years and over,2013Q3,Both sexes,Potential additional labour force,56.5
Persons aged 15 years and over,2013Q3,Both sexes,Others not in labour force,1299.8
Persons aged 15 years and over,2013Q3,Both sexes,Unemployed seeking work as self-employed,10.2
Persons aged 15 years and over,2013Q3,Male,All ILO economic status,1781.4
Persons aged 15 years and over,2013Q3,Male,In labour force,1242.3
Persons aged 15 years and over,2013Q3,Male,In employment,1059.3
Persons aged 15 years and over,2013Q3,Male,In employment full-time,904.2
Persons aged 15 years and over,2013Q3,Male,In employment part-time,155.1
Persons aged 15 years and over,2013Q3,Male,In employment part-time - not underemployed,91.4
Persons aged 15 years and over,2013Q3,Male,In employment part-time - underemployed,63.7
Persons aged 15 years and over,2013Q3,Male,Unemployed,183.0
Persons aged 15 years and over,2013Q3,Male,Unemployed seeking full-time work/future job-starter,166.1
Persons aged 15 years and over,2013Q3,Male,Unemployed seeking part-time work,8.7
Persons aged 15 years and over,2013Q3,Male,Not in labour force,539.1
Persons aged 15 years and over,2013Q3,Male,Potential additional labour force,32.6
Persons aged 15 years and over,2013Q3,Male,Others not in labour force,506.5
Persons aged 15 years and over,2013Q3,Male,Unemployed seeking work as self-employed,8.2
Persons aged 15 years and over,2013Q3,Female,All ILO economic status,1846.7
Persons aged 15 years and over,2013Q3,Female,In labour force,1029.5
Persons aged 15 years and over,2013Q3,Female,In employment,902.6
Persons aged 15 years and over,2013Q3,Female,In employment full-time,587.9
Persons aged 15 years and over,2013Q3,Female,In employment part-time,314.7
Persons aged 15 years and over,2013Q3,Female,In employment part-time - not underemployed,234.4
Persons aged 15 years and over,2013Q3,Female,In employment part-time - underemployed,80.3
Persons aged 15 years and over,2013Q3,Female,Unemployed,126.9
Persons aged 15 years and over,2013Q3,Female,Unemployed seeking full-time work/future job-starter,95.4
Persons aged 15 years and over,2013Q3,Female,Unemployed seeking part-time work,29.5
Persons aged 15 years and over,2013Q3,Female,Not in labour force,817.2
Persons aged 15 years and over,2013Q3,Female,Potential additional labour force,23.8
Persons aged 15 years and over,2013Q3,Female,Others not in labour force,793.3
Persons aged 15 years and over,2013Q3,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2013Q4,Both sexes,All ILO economic status,3635.1
Persons aged 15 years and over,2013Q4,Both sexes,In labour force,2245.8
Persons aged 15 years and over,2013Q4,Both sexes,In employment,1969.6
Persons aged 15 years and over,2013Q4,Both sexes,In employment full-time,1496.7
Persons aged 15 years and over,2013Q4,Both sexes,In employment part-time,472.8
Persons aged 15 years and over,2013Q4,Both sexes,In employment part-time - not underemployed,325.5
Persons aged 15 years and over,2013Q4,Both sexes,In employment part-time - underemployed,147.3
Persons aged 15 years and over,2013Q4,Both sexes,Unemployed,276.3
Persons aged 15 years and over,2013Q4,Both sexes,Unemployed seeking full-time work/future job-starter,232.4
Persons aged 15 years and over,2013Q4,Both sexes,Unemployed seeking part-time work,34.8
Persons aged 15 years and over,2013Q4,Both sexes,Not in labour force,1389.3
Persons aged 15 years and over,2013Q4,Both sexes,Potential additional labour force,49.3
Persons aged 15 years and over,2013Q4,Both sexes,Others not in labour force,1340.1
Persons aged 15 years and over,2013Q4,Both sexes,Unemployed seeking work as self-employed,9.0
Persons aged 15 years and over,2013Q4,Male,All ILO economic status,1784.4
Persons aged 15 years and over,2013Q4,Male,In labour force,1229.2
Persons aged 15 years and over,2013Q4,Male,In employment,1068.7
Persons aged 15 years and over,2013Q4,Male,In employment full-time,913.6
Persons aged 15 years and over,2013Q4,Male,In employment part-time,155.1
Persons aged 15 years and over,2013Q4,Male,In employment part-time - not underemployed,89.2
Persons aged 15 years and over,2013Q4,Male,In employment part-time - underemployed,66.0
Persons aged 15 years and over,2013Q4,Male,Unemployed,160.5
Persons aged 15 years and over,2013Q4,Male,Unemployed seeking full-time work/future job-starter,145.4
Persons aged 15 years and over,2013Q4,Male,Unemployed seeking part-time work,8.0
Persons aged 15 years and over,2013Q4,Male,Not in labour force,555.1
Persons aged 15 years and over,2013Q4,Male,Potential additional labour force,28.5
Persons aged 15 years and over,2013Q4,Male,Others not in labour force,526.6
Persons aged 15 years and over,2013Q4,Male,Unemployed seeking work as self-employed,7.1
Persons aged 15 years and over,2013Q4,Female,All ILO economic status,1850.8
Persons aged 15 years and over,2013Q4,Female,In labour force,1016.6
Persons aged 15 years and over,2013Q4,Female,In employment,900.8
Persons aged 15 years and over,2013Q4,Female,In employment full-time,583.2
Persons aged 15 years and over,2013Q4,Female,In employment part-time,317.7
Persons aged 15 years and over,2013Q4,Female,In employment part-time - not underemployed,236.4
Persons aged 15 years and over,2013Q4,Female,In employment part-time - underemployed,81.3
Persons aged 15 years and over,2013Q4,Female,Unemployed,115.8
Persons aged 15 years and over,2013Q4,Female,Unemployed seeking full-time work/future job-starter,87.0
Persons aged 15 years and over,2013Q4,Female,Unemployed seeking part-time work,26.8
Persons aged 15 years and over,2013Q4,Female,Not in labour force,834.2
Persons aged 15 years and over,2013Q4,Female,Potential additional labour force,20.7
Persons aged 15 years and over,2013Q4,Female,Others not in labour force,813.4
Persons aged 15 years and over,2013Q4,Female,Unemployed seeking work as self-employed,
Persons aged 15 years and over,2014Q1,Both sexes,All ILO economic status,3640.8
