Statistic,Sex,NACE Rev 2 Economic Sector,Region,Quarter,value
Person aged 15 years and over in Employment ,Male,Education (P),West,2010Q1,4.4
Person aged 15 years and over in Employment ,Male,Education (P),West,2010Q2,4.3
Person aged 15 years and over in Employment ,Male,Education (P),West,2010Q3,4.3
Person aged 15 years and over in Employment ,Male,Education (P),West,2010Q4,4.9
Person aged 15 years and over in Employment ,Male,Education (P),West,2011Q1,4.4
Person aged 15 years and over in Employment ,Male,Education (P),West,2011Q2,4.0
Person aged 15 years and over in Employment ,Male,Education (P),West,2011Q3,3.4
Person aged 15 years and over in Employment ,Male,Education (P),West,2011Q4,4.2
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1998Q1,9.9
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1998Q2,10.5
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1998Q3,10.5
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1998Q4,10.2
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1999Q1,9.9
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1999Q2,9.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1999Q3,9.9
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,1999Q4,9.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2000Q1,10.6
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2000Q2,10.7
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2000Q3,11.1
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2000Q4,11.7
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2001Q1,11.3
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2001Q2,10.7
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2001Q3,10.6
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2001Q4,10.7
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2002Q1,10.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2002Q2,10.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2002Q3,11.2
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2002Q4,11.5
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2003Q1,11.2
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2003Q2,10.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2003Q3,10.5
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2003Q4,11.9
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2004Q1,10.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2004Q2,11.6
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2004Q3,11.3
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2004Q4,11.2
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2005Q1,11.5
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2005Q2,12.4
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2005Q3,11.1
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2005Q4,11.9
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2006Q1,12.1
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2006Q2,12.0
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2006Q3,9.2
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2006Q4,11.5
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2007Q1,10.9
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2007Q2,10.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2007Q3,10.4
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2007Q4,12.3
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2008Q1,11.4
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2008Q2,12.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2008Q3,12.1
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2008Q4,13.4
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2009Q1,13.0
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2009Q2,11.8
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2009Q3,11.4
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2009Q4,11.0
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2010Q1,12.0
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2010Q2,10.4
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2010Q3,10.3
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2010Q4,9.6
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2011Q1,9.2
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2011Q2,9.6
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2011Q3,7.7
Person aged 15 years and over in Employment ,Male,Education (P),Dublin,2011Q4,9.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1998Q1,3.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1998Q2,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1998Q3,3.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1998Q4,3.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1999Q1,3.4
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1999Q2,3.4
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1999Q3,3.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,1999Q4,3.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2000Q1,3.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2000Q2,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2000Q3,3.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2000Q4,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2001Q1,3.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2001Q2,3.4
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2001Q3,3.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2001Q4,3.3
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2002Q1,3.4
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2002Q2,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2002Q3,3.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2002Q4,3.4
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2003Q1,3.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2003Q2,3.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2003Q3,4.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2003Q4,3.6
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2004Q1,3.3
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2004Q2,2.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2004Q3,2.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2004Q4,2.6
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2005Q1,2.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2005Q2,2.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2005Q3,3.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2005Q4,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2006Q1,4.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2006Q2,4.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2006Q3,5.6
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2006Q4,4.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2007Q1,4.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2007Q2,4.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2007Q3,4.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2007Q4,3.3
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2008Q1,4.0
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2008Q2,3.6
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2008Q3,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2008Q4,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2009Q1,4.0
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2009Q2,4.0
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2009Q3,4.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2009Q4,4.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2010Q1,4.3
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2010Q2,4.4
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2010Q3,4.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2010Q4,4.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2011Q1,3.7
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2011Q2,4.3
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2011Q3,4.1
Person aged 15 years and over in Employment ,Male,Education (P),Mid-East,2011Q4,4.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1998Q1,2.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1998Q2,2.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1998Q3,2.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1998Q4,2.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1999Q1,2.8
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1999Q2,2.5
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1999Q3,3.1
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,1999Q4,3.0
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,2000Q1,2.9
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,2000Q2,3.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,2000Q3,3.6
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,2000Q4,3.4
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,2001Q1,3.2
Person aged 15 years and over in Employment ,Male,Education (P),Mid-West,2001Q2,3.3
