Statistic,Nationality,ILO Economic Status,Quarter,value
Persons aged 15 years and over,Non-Irish,In employment,2003Q2,
Persons aged 15 years and over,Non-Irish,In employment,2003Q3,
Persons aged 15 years and over,Non-Irish,In employment,2003Q4,
Persons aged 15 years and over,Non-Irish,In employment,2004Q1,
Persons aged 15 years and over,Non-Irish,In employment,2004Q2,
Persons aged 15 years and over,Non-Irish,In employment,2004Q3,
Persons aged 15 years and over,Non-Irish,In employment,2004Q4,
Persons aged 15 years and over,Non-Irish,In employment,2005Q1,
Persons aged 15 years and over,Non-Irish,In employment,2005Q2,
Persons aged 15 years and over,Non-Irish,In employment,2005Q3,
Persons aged 15 years and over,Non-Irish,In employment,2005Q4,
Persons aged 15 years and over,Non-Irish,In employment,2006Q1,
Persons aged 15 years and over,Non-Irish,In employment,2006Q2,
Persons aged 15 years and over,Non-Irish,In employment,2006Q3,290.1
Persons aged 15 years and over,Non-Irish,In employment,2006Q4,309.0
Persons aged 15 years and over,Non-Irish,In employment,2007Q1,320.7
Persons aged 15 years and over,Non-Irish,In employment,2007Q2,337.0
Persons aged 15 years and over,Non-Irish,In employment,2007Q3,345.9
Persons aged 15 years and over,Non-Irish,In employment,2007Q4,350.3
Persons aged 15 years and over,Non-Irish,In employment,2008Q1,355.9
Persons aged 15 years and over,Non-Irish,In employment,2008Q2,353.8
Persons aged 15 years and over,Non-Irish,In employment,2008Q3,345.1
Persons aged 15 years and over,Non-Irish,In employment,2008Q4,336.1
Persons aged 15 years and over,Non-Irish,In employment,2009Q1,314.2
Persons aged 15 years and over,Non-Irish,In employment,2009Q2,312.1
Persons aged 15 years and over,Non-Irish,In employment,2009Q3,303.1
Persons aged 15 years and over,Non-Irish,In employment,2009Q4,298.2
Persons aged 15 years and over,Non-Irish,In employment,2010Q1,287.2
Persons aged 15 years and over,Non-Irish,In employment,2010Q2,284.2
Persons aged 15 years and over,Non-Irish,In employment,2010Q3,277.4
Persons aged 15 years and over,Non-Irish,In employment,2010Q4,276.0
Persons aged 15 years and over,Non-Irish,In employment,2011Q1,273.2
Persons aged 15 years and over,Non-Irish,In employment,2011Q2,281.9
Persons aged 15 years and over,Non-Irish,In employment,2011Q3,282.8
Persons aged 15 years and over,Non-Irish,In employment,2011Q4,276.9
Persons aged 15 years and over,Non-Irish,In employment,2012Q1,273.1
Persons aged 15 years and over,Non-Irish,In employment,2012Q2,277.2
Persons aged 15 years and over,Non-Irish,In employment,2012Q3,274.8
Persons aged 15 years and over,Non-Irish,In employment,2012Q4,272.4
Persons aged 15 years and over,Non-Irish,In employment,2013Q1,267.9
Persons aged 15 years and over,Non-Irish,In employment,2013Q2,277.9
Persons aged 15 years and over,Non-Irish,In employment,2013Q3,284.8
Persons aged 15 years and over,Non-Irish,In employment,2013Q4,281.0
Persons aged 15 years and over,Non-Irish,In employment,2014Q1,275.4
Persons aged 15 years and over,Non-Irish,In employment,2014Q2,279.3
Persons aged 15 years and over,Non-Irish,In employment,2014Q3,283.4
Persons aged 15 years and over,Non-Irish,In employment,2014Q4,284.4
Persons aged 15 years and over,Non-Irish,In employment,2015Q1,277.4
Persons aged 15 years and over,Non-Irish,In employment,2015Q2,288.5
Persons aged 15 years and over,Non-Irish,In employment,2015Q3,299.4
Persons aged 15 years and over,Non-Irish,In employment,2015Q4,300.8
Persons aged 15 years and over,Non-Irish,In employment,2016Q1,307.2
Persons aged 15 years and over,Non-Irish,In employment,2016Q2,316.0
Persons aged 15 years and over,Non-Irish,In employment,2016Q3,323.4
Persons aged 15 years and over,Non-Irish,In employment,2016Q4,322.4
Persons aged 15 years and over,Non-Irish,In employment,2017Q1,326.0
Persons aged 15 years and over,Non-Irish,In employment,2017Q2,333.4
Persons aged 15 years and over,Non-Irish,In employment,2017Q3,341.8
Persons aged 15 years and over,Non-Irish,In employment,2017Q4,346.0
Persons aged 15 years and over,Non-Irish,In employment,2018Q1,350.5
Persons aged 15 years and over,Non-Irish,In employment,2018Q2,365.8
Persons aged 15 years and over,Non-Irish,In employment,2018Q3,368.0
Persons aged 15 years and over,Non-Irish,In employment,2018Q4,375.0
Persons aged 15 years and over,Non-Irish,In employment,2019Q1,375.3
Persons aged 15 years and over,Non-Irish,In employment,2019Q2,380.0
Persons aged 15 years and over,Non-Irish,In employment,2019Q3,387.0
Persons aged 15 years and over,Non-Irish,In employment,2019Q4,391.3
Persons aged 15 years and over,Non-Irish,Unemployed,1998Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,1998Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,1998Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,1998Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,1999Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,1999Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,1999Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,1999Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,2000Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,2000Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,2000Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,2000Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,2001Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,2001Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,2001Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,2001Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,2002Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,2002Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,2002Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,2002Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,2003Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,2003Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,2003Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,2003Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,2004Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,2004Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,2004Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,2004Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,2005Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,2005Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,2005Q3,
Persons aged 15 years and over,Non-Irish,Unemployed,2005Q4,
Persons aged 15 years and over,Non-Irish,Unemployed,2006Q1,
Persons aged 15 years and over,Non-Irish,Unemployed,2006Q2,
Persons aged 15 years and over,Non-Irish,Unemployed,2006Q3,23.3
Persons aged 15 years and over,Non-Irish,Unemployed,2006Q4,20.5
Persons aged 15 years and over,Non-Irish,Unemployed,2007Q1,22.8
Persons aged 15 years and over,Non-Irish,Unemployed,2007Q2,21.8
Persons aged 15 years and over,Non-Irish,Unemployed,2007Q3,22.7
Persons aged 15 years and over,Non-Irish,Unemployed,2007Q4,22.0
Persons aged 15 years and over,Non-Irish,Unemployed,2008Q1,26.1
Persons aged 15 years and over,Non-Irish,Unemployed,2008Q2,29.1
Persons aged 15 years and over,Non-Irish,Unemployed,2008Q3,37.2
Persons aged 15 years and over,Non-Irish,Unemployed,2008Q4,34.6
Persons aged 15 years and over,Non-Irish,Unemployed,2009Q1,55.4
Persons aged 15 years and over,Non-Irish,Unemployed,2009Q2,59.2
Persons aged 15 years and over,Non-Irish,Unemployed,2009Q3,65.5
Persons aged 15 years and over,Non-Irish,Unemployed,2009Q4,59.0
Persons aged 15 years and over,Non-Irish,Unemployed,2010Q1,56.3
Persons aged 15 years and over,Non-Irish,Unemployed,2010Q2,59.7
Persons aged 15 years and over,Non-Irish,Unemployed,2010Q3,63.1
Persons aged 15 years and over,Non-Irish,Unemployed,2010Q4,64.3
Persons aged 15 years and over,Non-Irish,Unemployed,2011Q1,62.1
Persons aged 15 years and over,Non-Irish,Unemployed,2011Q2,61.7
Persons aged 15 years and over,Non-Irish,Unemployed,2011Q3,62.3
Persons aged 15 years and over,Non-Irish,Unemployed,2011Q4,59.9
Persons aged 15 years and over,Non-Irish,Unemployed,2012Q1,64.2
Persons aged 15 years and over,Non-Irish,Unemployed,2012Q2,61.7
Persons aged 15 years and over,Non-Irish,Unemployed,2012Q3,61.3
Persons aged 15 years and over,Non-Irish,Unemployed,2012Q4,56.1
Persons aged 15 years and over,Non-Irish,Unemployed,2013Q1,61.5
Persons aged 15 years and over,Non-Irish,Unemployed,2013Q2,57.8
Persons aged 15 years and over,Non-Irish,Unemployed,2013Q3,54.2
Persons aged 15 years and over,Non-Irish,Unemployed,2013Q4,49.7
Persons aged 15 years and over,Non-Irish,Unemployed,2014Q1,52.1
Persons aged 15 years and over,Non-Irish,Unemployed,2014Q2,48.7
Persons aged 15 years and over,Non-Irish,Unemployed,2014Q3,44.6
Persons aged 15 years and over,Non-Irish,Unemployed,2014Q4,37.3
Persons aged 15 years and over,Non-Irish,Unemployed,2015Q1,41.2
Persons aged 15 years and over,Non-Irish,Unemployed,2015Q2,36.8
Persons aged 15 years and over,Non-Irish,Unemployed,2015Q3,39.0
Persons aged 15 years and over,Non-Irish,Unemployed,2015Q4,33.6
Persons aged 15 years and over,Non-Irish,Unemployed,2016Q1,31.8
Persons aged 15 years and over,Non-Irish,Unemployed,2016Q2,34.8
Persons aged 15 years and over,Non-Irish,Unemployed,2016Q3,34.0
Persons aged 15 years and over,Non-Irish,Unemployed,2016Q4,26.0
Persons aged 15 years and over,Non-Irish,Unemployed,2017Q1,25.7
Persons aged 15 years and over,Non-Irish,Unemployed,2017Q2,24.9
Persons aged 15 years and over,Non-Irish,Unemployed,2017Q3,29.5
Persons aged 15 years and over,Non-Irish,Unemployed,2017Q4,28.7
Persons aged 15 years and over,Non-Irish,Unemployed,2018Q1,28.8
Persons aged 15 years and over,Non-Irish,Unemployed,2018Q2,26.0
Persons aged 15 years and over,Non-Irish,Unemployed,2018Q3,28.2
Persons aged 15 years and over,Non-Irish,Unemployed,2018Q4,26.0
Persons aged 15 years and over,Non-Irish,Unemployed,2019Q1,22.3
Persons aged 15 years and over,Non-Irish,Unemployed,2019Q2,25.1
Persons aged 15 years and over,Non-Irish,Unemployed,2019Q3,21.3
Persons aged 15 years and over,Non-Irish,Unemployed,2019Q4,24.2
Persons aged 15 years and over,Non-Irish,Not in labour force,1998Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,1998Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,1998Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,1998Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,1999Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,1999Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,1999Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,1999Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,2000Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,2000Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,2000Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,2000Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,2001Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,2001Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,2001Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,2001Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,2002Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,2002Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,2002Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,2002Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,2003Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,2003Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,2003Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,2003Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,2004Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,2004Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,2004Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,2004Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,2005Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,2005Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,2005Q3,
Persons aged 15 years and over,Non-Irish,Not in labour force,2005Q4,
Persons aged 15 years and over,Non-Irish,Not in labour force,2006Q1,
Persons aged 15 years and over,Non-Irish,Not in labour force,2006Q2,
Persons aged 15 years and over,Non-Irish,Not in labour force,2006Q3,89.9
Persons aged 15 years and over,Non-Irish,Not in labour force,2006Q4,95.7
Persons aged 15 years and over,Non-Irish,Not in labour force,2007Q1,97.1
Persons aged 15 years and over,Non-Irish,Not in labour force,2007Q2,97.1
Persons aged 15 years and over,Non-Irish,Not in labour force,2007Q3,100.0
Persons aged 15 years and over,Non-Irish,Not in labour force,2007Q4,109.1
Persons aged 15 years and over,Non-Irish,Not in labour force,2008Q1,109.0
Persons aged 15 years and over,Non-Irish,Not in labour force,2008Q2,112.9
Persons aged 15 years and over,Non-Irish,Not in labour force,2008Q3,114.4
Persons aged 15 years and over,Non-Irish,Not in labour force,2008Q4,125.1
Persons aged 15 years and over,Non-Irish,Not in labour force,2009Q1,123.8
Persons aged 15 years and over,Non-Irish,Not in labour force,2009Q2,122.2
Persons aged 15 years and over,Non-Irish,Not in labour force,2009Q3,122.9
Persons aged 15 years and over,Non-Irish,Not in labour force,2009Q4,129.5
Persons aged 15 years and over,Non-Irish,Not in labour force,2010Q1,139.4
Persons aged 15 years and over,Non-Irish,Not in labour force,2010Q2,135.7
Persons aged 15 years and over,Non-Irish,Not in labour force,2010Q3,139.0
Persons aged 15 years and over,Non-Irish,Not in labour force,2010Q4,139.2
Persons aged 15 years and over,Non-Irish,Not in labour force,2011Q1,142.3
Persons aged 15 years and over,Non-Irish,Not in labour force,2011Q2,133.3
Persons aged 15 years and over,Non-Irish,Not in labour force,2011Q3,131.8
Persons aged 15 years and over,Non-Irish,Not in labour force,2011Q4,140.0
Persons aged 15 years and over,Non-Irish,Not in labour force,2012Q1,136.4
Persons aged 15 years and over,Non-Irish,Not in labour force,2012Q2,131.7
Persons aged 15 years and over,Non-Irish,Not in labour force,2012Q3,132.6
Persons aged 15 years and over,Non-Irish,Not in labour force,2012Q4,137.6
Persons aged 15 years and over,Non-Irish,Not in labour force,2013Q1,134.5
Persons aged 15 years and over,Non-Irish,Not in labour force,2013Q2,126.1
Persons aged 15 years and over,Non-Irish,Not in labour force,2013Q3,122.4
Persons aged 15 years and over,Non-Irish,Not in labour force,2013Q4,129.9
Persons aged 15 years and over,Non-Irish,Not in labour force,2014Q1,132.6
Persons aged 15 years and over,Non-Irish,Not in labour force,2014Q2,131.7
Persons aged 15 years and over,Non-Irish,Not in labour force,2014Q3,133.0
Persons aged 15 years and over,Non-Irish,Not in labour force,2014Q4,140.6
Persons aged 15 years and over,Non-Irish,Not in labour force,2015Q1,146.4
Persons aged 15 years and over,Non-Irish,Not in labour force,2015Q2,142.4
Persons aged 15 years and over,Non-Irish,Not in labour force,2015Q3,132.9
Persons aged 15 years and over,Non-Irish,Not in labour force,2015Q4,140.5
Persons aged 15 years and over,Non-Irish,Not in labour force,2016Q1,139.9
Persons aged 15 years and over,Non-Irish,Not in labour force,2016Q2,132.3
Persons aged 15 years and over,Non-Irish,Not in labour force,2016Q3,132.2
Persons aged 15 years and over,Non-Irish,Not in labour force,2016Q4,145.8
Persons aged 15 years and over,Non-Irish,Not in labour force,2017Q1,145.4
Persons aged 15 years and over,Non-Irish,Not in labour force,2017Q2,142.8
Persons aged 15 years and over,Non-Irish,Not in labour force,2017Q3,133.7
Persons aged 15 years and over,Non-Irish,Not in labour force,2017Q4,139.6
Persons aged 15 years and over,Non-Irish,Not in labour force,2018Q1,133.8
Persons aged 15 years and over,Non-Irish,Not in labour force,2018Q2,135.0
Persons aged 15 years and over,Non-Irish,Not in labour force,2018Q3,133.9
Persons aged 15 years and over,Non-Irish,Not in labour force,2018Q4,137.3
Persons aged 15 years and over,Non-Irish,Not in labour force,2019Q1,147.3
Persons aged 15 years and over,Non-Irish,Not in labour force,2019Q2,149.1
Persons aged 15 years and over,Non-Irish,Not in labour force,2019Q3,150.9
