STATISTIC,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2021Q2,Male,Variable hours (see note),29.7
Persons aged 15-89 years in Employment,2021Q2,Female,1-9 hours,29.0
Persons aged 15-89 years in Employment,2021Q2,Female,10-19 hours,102.7
Persons aged 15-89 years in Employment,2021Q2,Female,20-29 hours,196.1
Persons aged 15-89 years in Employment,2021Q2,Female,30-34 hours,108.2
Persons aged 15-89 years in Employment,2021Q2,Female,35-39 hours,359.7
Persons aged 15-89 years in Employment,2021Q2,Female,40-44 hours,198.4
Persons aged 15-89 years in Employment,2021Q2,Female,45 hours and over,64.3
Persons aged 15-89 years in Employment,2021Q2,Female,Variable hours (see note),15.9
Persons aged 15-89 years in Employment,2021Q3,Both sexes,1-9 hours,50.8
Persons aged 15-89 years in Employment,2021Q3,Both sexes,10-19 hours,156.6
Persons aged 15-89 years in Employment,2021Q3,Both sexes,20-29 hours,303.6
Persons aged 15-89 years in Employment,2021Q3,Both sexes,30-34 hours,155.5
Persons aged 15-89 years in Employment,2021Q3,Both sexes,35-39 hours,757.6
Persons aged 15-89 years in Employment,2021Q3,Both sexes,40-44 hours,617.7
Persons aged 15-89 years in Employment,2021Q3,Both sexes,45 hours and over,350.1
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Variable hours (see note),55.8
Persons aged 15-89 years in Employment,2021Q3,Male,1-9 hours,19.3
Persons aged 15-89 years in Employment,2021Q3,Male,10-19 hours,48.5
Persons aged 15-89 years in Employment,2021Q3,Male,20-29 hours,86.9
Persons aged 15-89 years in Employment,2021Q3,Male,30-34 hours,45.8
Persons aged 15-89 years in Employment,2021Q3,Male,35-39 hours,393.8
Persons aged 15-89 years in Employment,2021Q3,Male,40-44 hours,407.4
Persons aged 15-89 years in Employment,2021Q3,Male,45 hours and over,270.8
Persons aged 15-89 years in Employment,2021Q3,Male,Variable hours (see note),33.2
Persons aged 15-89 years in Employment,2021Q3,Female,1-9 hours,31.5
Persons aged 15-89 years in Employment,2021Q3,Female,10-19 hours,108.1
Persons aged 15-89 years in Employment,2021Q3,Female,20-29 hours,216.7
Persons aged 15-89 years in Employment,2021Q3,Female,30-34 hours,109.8
Persons aged 15-89 years in Employment,2021Q3,Female,35-39 hours,363.7
Persons aged 15-89 years in Employment,2021Q3,Female,40-44 hours,210.3
Persons aged 15-89 years in Employment,2021Q3,Female,45 hours and over,79.3
Persons aged 15-89 years in Employment,2021Q3,Female,Variable hours (see note),22.6
Persons aged 15-89 years in Employment,2021Q4,Both sexes,1-9 hours,70.7
Persons aged 15-89 years in Employment,2021Q4,Both sexes,10-19 hours,176.2
Persons aged 15-89 years in Employment,2021Q4,Both sexes,20-29 hours,292.9
Persons aged 15-89 years in Employment,2021Q4,Both sexes,30-34 hours,156.5
Persons aged 15-89 years in Employment,2021Q4,Both sexes,35-39 hours,723.0
Persons aged 15-89 years in Employment,2021Q4,Both sexes,40-44 hours,631.4
Persons aged 15-89 years in Employment,2021Q4,Both sexes,45 hours and over,389.6
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Variable hours (see note),41.0
Persons aged 15-89 years in Employment,2021Q4,Male,1-9 hours,24.7
Persons aged 15-89 years in Employment,2021Q4,Male,10-19 hours,55.6
Persons aged 15-89 years in Employment,2021Q4,Male,20-29 hours,83.3
Persons aged 15-89 years in Employment,2021Q4,Male,30-34 hours,44.2
Persons aged 15-89 years in Employment,2021Q4,Male,35-39 hours,368.7
Persons aged 15-89 years in Employment,2021Q4,Male,40-44 hours,416.6
Persons aged 15-89 years in Employment,2021Q4,Male,45 hours and over,298.5
Persons aged 15-89 years in Employment,2021Q4,Male,Variable hours (see note),24.3
Persons aged 15-89 years in Employment,2021Q4,Female,1-9 hours,46.0
Persons aged 15-89 years in Employment,2021Q4,Female,10-19 hours,120.5
Persons aged 15-89 years in Employment,2021Q4,Female,20-29 hours,209.7
Persons aged 15-89 years in Employment,2021Q4,Female,30-34 hours,112.3
Persons aged 15-89 years in Employment,2021Q4,Female,35-39 hours,354.3
Persons aged 15-89 years in Employment,2021Q4,Female,40-44 hours,214.8
Persons aged 15-89 years in Employment,2021Q4,Female,45 hours and over,91.1
Persons aged 15-89 years in Employment,2021Q4,Female,Variable hours (see note),16.7
Persons aged 15-89 years in Employment,2022Q1,Both sexes,1-9 hours,67.6
Persons aged 15-89 years in Employment,2022Q1,Both sexes,10-19 hours,168.0
Persons aged 15-89 years in Employment,2022Q1,Both sexes,20-29 hours,283.6
Persons aged 15-89 years in Employment,2022Q1,Both sexes,30-34 hours,155.1
Persons aged 15-89 years in Employment,2022Q1,Both sexes,35-39 hours,721.7
Persons aged 15-89 years in Employment,2022Q1,Both sexes,40-44 hours,645.8
Persons aged 15-89 years in Employment,2022Q1,Both sexes,45 hours and over,389.3
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Variable hours (see note),50.6
Persons aged 15-89 years in Employment,2022Q1,Male,1-9 hours,26.8
Persons aged 15-89 years in Employment,2022Q1,Male,10-19 hours,49.7
Persons aged 15-89 years in Employment,2022Q1,Male,20-29 hours,77.9
Persons aged 15-89 years in Employment,2022Q1,Male,30-34 hours,49.6
Persons aged 15-89 years in Employment,2022Q1,Male,35-39 hours,373.5
Persons aged 15-89 years in Employment,2022Q1,Male,40-44 hours,410.2
Persons aged 15-89 years in Employment,2022Q1,Male,45 hours and over,299.1
Persons aged 15-89 years in Employment,2022Q1,Male,Variable hours (see note),32.5
Persons aged 15-89 years in Employment,2022Q1,Female,1-9 hours,40.8
Persons aged 15-89 years in Employment,2022Q1,Female,10-19 hours,118.3
Persons aged 15-89 years in Employment,2022Q1,Female,20-29 hours,205.7
Persons aged 15-89 years in Employment,2022Q1,Female,30-34 hours,105.4
Persons aged 15-89 years in Employment,2022Q1,Female,35-39 hours,348.2
Persons aged 15-89 years in Employment,2022Q1,Female,40-44 hours,235.5
Persons aged 15-89 years in Employment,2022Q1,Female,45 hours and over,90.2
Persons aged 15-89 years in Employment,2022Q1,Female,Variable hours (see note),18.1
Persons aged 15-89 years in Employment,2022Q2,Both sexes,1-9 hours,56.5
Persons aged 15-89 years in Employment,2022Q2,Both sexes,10-19 hours,170.8
Persons aged 15-89 years in Employment,2022Q2,Both sexes,20-29 hours,286.7
Persons aged 15-89 years in Employment,2022Q2,Both sexes,30-34 hours,161.3
Persons aged 15-89 years in Employment,2022Q2,Both sexes,35-39 hours,743.3
Persons aged 15-89 years in Employment,2022Q2,Both sexes,40-44 hours,652.2
Persons aged 15-89 years in Employment,2022Q2,Both sexes,45 hours and over,412.8
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Variable hours (see note),50.7
Persons aged 15-89 years in Employment,2022Q2,Male,1-9 hours,20.4
Persons aged 15-89 years in Employment,2022Q2,Male,10-19 hours,49.4
Persons aged 15-89 years in Employment,2022Q2,Male,20-29 hours,80.4
Persons aged 15-89 years in Employment,2022Q2,Male,30-34 hours,48.1
Persons aged 15-89 years in Employment,2022Q2,Male,35-39 hours,379.6
Persons aged 15-89 years in Employment,2022Q2,Male,40-44 hours,425.4
Persons aged 15-89 years in Employment,2022Q2,Male,45 hours and over,318.9
Persons aged 15-89 years in Employment,2022Q2,Male,Variable hours (see note),28.3
Persons aged 15-89 years in Employment,2022Q2,Female,1-9 hours,36.1
Persons aged 15-89 years in Employment,2022Q2,Female,10-19 hours,121.4
Persons aged 15-89 years in Employment,2022Q2,Female,20-29 hours,206.3
Persons aged 15-89 years in Employment,2022Q2,Female,30-34 hours,113.2
Persons aged 15-89 years in Employment,2022Q2,Female,35-39 hours,363.7
Persons aged 15-89 years in Employment,2022Q2,Female,40-44 hours,226.8
Persons aged 15-89 years in Employment,2022Q2,Female,45 hours and over,93.9
Persons aged 15-89 years in Employment,2022Q2,Female,Variable hours (see note),22.3
Persons aged 15-89 years in Employment,2022Q3,Both sexes,1-9 hours,52.8
Persons aged 15-89 years in Employment,2022Q3,Both sexes,10-19 hours,154.8
Persons aged 15-89 years in Employment,2022Q3,Both sexes,20-29 hours,290.6
Persons aged 15-89 years in Employment,2022Q3,Both sexes,30-34 hours,166.1
Persons aged 15-89 years in Employment,2022Q3,Both sexes,35-39 hours,750.2
Persons aged 15-89 years in Employment,2022Q3,Both sexes,40-44 hours,675.2
Persons aged 15-89 years in Employment,2022Q3,Both sexes,45 hours and over,383.1
Persons aged 15-89 years in Employment,2022Q3,Both sexes,Variable hours (see note),60.4
Persons aged 15-89 years in Employment,2022Q3,Male,1-9 hours,19.2
Persons aged 15-89 years in Employment,2022Q3,Male,10-19 hours,46.2
Persons aged 15-89 years in Employment,2022Q3,Male,20-29 hours,88.6
Persons aged 15-89 years in Employment,2022Q3,Male,30-34 hours,51.2
Persons aged 15-89 years in Employment,2022Q3,Male,35-39 hours,382.0
Persons aged 15-89 years in Employment,2022Q3,Male,40-44 hours,440.7
Persons aged 15-89 years in Employment,2022Q3,Male,45 hours and over,297.7
Persons aged 15-89 years in Employment,2022Q3,Male,Variable hours (see note),36.8
Persons aged 15-89 years in Employment,2022Q3,Female,1-9 hours,33.6
Persons aged 15-89 years in Employment,2022Q3,Female,10-19 hours,108.6
Persons aged 15-89 years in Employment,2022Q3,Female,20-29 hours,202.0
Persons aged 15-89 years in Employment,2022Q3,Female,30-34 hours,114.9
Persons aged 15-89 years in Employment,2022Q3,Female,35-39 hours,368.2
Persons aged 15-89 years in Employment,2022Q3,Female,40-44 hours,234.4
Persons aged 15-89 years in Employment,2022Q3,Female,45 hours and over,85.4
Persons aged 15-89 years in Employment,2022Q3,Female,Variable hours (see note),23.6
Persons aged 15-89 years in Employment,2022Q4,Both sexes,1-9 hours,73.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,10-19 hours,170.4
Persons aged 15-89 years in Employment,2022Q4,Both sexes,20-29 hours,289.9
Persons aged 15-89 years in Employment,2022Q4,Both sexes,30-34 hours,146.5
Persons aged 15-89 years in Employment,2022Q4,Both sexes,35-39 hours,769.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,40-44 hours,659.4
Persons aged 15-89 years in Employment,2022Q4,Both sexes,45 hours and over,371.2
Persons aged 15-89 years in Employment,2022Q4,Both sexes,Variable hours (see note),73.6
Persons aged 15-89 years in Employment,2022Q4,Male,1-9 hours,26.8
Persons aged 15-89 years in Employment,2022Q4,Male,10-19 hours,51.6
Persons aged 15-89 years in Employment,2022Q4,Male,20-29 hours,85.0
Persons aged 15-89 years in Employment,2022Q4,Male,30-34 hours,40.5
Persons aged 15-89 years in Employment,2022Q4,Male,35-39 hours,399.4
Persons aged 15-89 years in Employment,2022Q4,Male,40-44 hours,432.3
Persons aged 15-89 years in Employment,2022Q4,Male,45 hours and over,281.1
Persons aged 15-89 years in Employment,2022Q4,Male,Variable hours (see note),42.7
Persons aged 15-89 years in Employment,2022Q4,Female,1-9 hours,46.4
Persons aged 15-89 years in Employment,2022Q4,Female,10-19 hours,118.8
Persons aged 15-89 years in Employment,2022Q4,Female,20-29 hours,204.9
Persons aged 15-89 years in Employment,2022Q4,Female,30-34 hours,105.9
Persons aged 15-89 years in Employment,2022Q4,Female,35-39 hours,369.8
Persons aged 15-89 years in Employment,2022Q4,Female,40-44 hours,227.0
Persons aged 15-89 years in Employment,2022Q4,Female,45 hours and over,90.1
Persons aged 15-89 years in Employment,2022Q4,Female,Variable hours (see note),30.8
